ID	IDX	DOCULECT	DOCULECTID	CONCEPT	CONCEPT_FROM_PROTO	CONCEPT_ADDED	VALUE	VALUE_UNCERTAIN	TOKENS	NOTE	PROTOFORM	PROTOCONCEPT	ENTRY_IN_SOURCE
4643	§216	Katukina	Kat	banana	1		mani		m a n i		*ma[n]i	banana	Kat mani
4644	§216	Poyanáwa	Poy	folha			mãdi᷈		m ã d i᷈		*ma[n]i	banana	Poy mãdi᷈ ‘folha’
4645	§216	Amawáka	A	banana	1		mani᷈ʔá I		mani᷈ʔá I		*ma[n]i	banana	A mani᷈ʔá I
4646	§216	Kaxinawá	Kn	banana	1		mani		m a n i		*ma[n]i	banana	Kn mani
4647	§216	Marináwa	M	banana	1		mã́ni᷈ã		m ã́ n i᷈ã		*ma[n]i	banana	M mã́ni᷈ã
4648	§216	Yawanawá	Yaw	banana			mani᷈a		m a n i᷈a	 (SOUZA, 2013	*ma[n]i	banana	Yaw mani᷈a ‘banana’ (SOUZA;; 2013)
4651	§216	Mayorúna	My	plátano			mani [maˈni]		mani [maˈni]		*ma[n]i	banana	My mani [maˈni] ‘plátano’
4652	§217	Kakataibo	Ksh	olvidar			mano-		m a n o		*[ma][n]o[t]-	sentir saudade	Ksh mano- ‘olvidar’
4653	§217	ShipiboKonibo	SK	olvidarse			βɨno	1	** β ɨ n o		*[ma][n]o[t]-	sentir saudade	SK **βɨno ‘olvidarse’
4654	§217	Kapanawa	Kp	olvidar			βɨʔno	1	** β ɨ ʔ n o		*[ma][n]o[t]-	sentir saudade	Kp **βɨʔno ‘olvidar’
4656	§217	Chákobo	Ch	desaparecer,  olvidar,  perder			βɨno	1	** β ɨ n o	**	*[ma][n]o[t]-	sentir saudade	Ch **βɨno ‘desaparecer;;  olvidar;;  perder’**
4658	§217	Yamináwa	Yam	errar,  perderse			ɸɨnoki᷈	1	** ɸ ɨ n o k i᷈		*[ma][n]o[t]-	sentir saudade	Yam **ɸɨnoki᷈ ‘errar;;  perderse’
4660	§217	Sharanáwa	Shar	sentir saudade	1		manoi		m a n oi		*[ma][n]o[t]-	sentir saudade	Shar manoi, manoa ‘gritar;; gemir;;  lamentarse’, ɸɨnoi, ɸɨnoa ‘perderse’
4661	§217	Sharanáwa	Shar	gritar, gemir,  lamentarse			manoa		m a n oa		*[ma][n]o[t]-	sentir saudade	Shar manoi, manoa ‘gritar;; gemir;;  lamentarse’, ɸɨnoi, ɸɨnoa ‘perderse’
4662	§217	Sharanáwa	Shar	sentir saudade	1		ɸɨnoi		ɸ ɨ n oi		*[ma][n]o[t]-	sentir saudade	Shar manoi, manoa ‘gritar;; gemir;;  lamentarse’, ɸɨnoi, ɸɨnoa ‘perderse’
4663	§217	Sharanáwa	Shar	perderse			ɸɨnoa		ɸ ɨ n oa		*[ma][n]o[t]-	sentir saudade	Shar manoi, manoa ‘gritar;; gemir;;  lamentarse’, ɸɨnoi, ɸɨnoa ‘perderse’
4664	§217	Shanenáwa	Shan	perder			ɸɨnu	1	** ɸ ɨ n u		*[ma][n]o[t]-	sentir saudade	Shan **ɸɨnu ‘perder’
4665	§217	Katukina	Kat	perder			βinu-βai’	1	** β i n u β ai ’		*[ma][n]o[t]-	sentir saudade	Kat **βinu-βai’ ‘perder’
4667	§217	Amawáka	A	perderse			wɨń oʔí	1	**wɨń oʔí		*[ma][n]o[t]-	sentir saudade	A **wɨń oʔí ‘perderse’, **wɨń okín ‘perder’
4668	§217	Amawáka	A	perder			wɨń okín	1	**wɨń okín		*[ma][n]o[t]-	sentir saudade	A **wɨń oʔí ‘perderse’, **wɨń okín ‘perder’
4669	§217	Kaxinawá	Kn	sentir saudade	1		manu-		m a n u		*[ma][n]o[t]-	sentir saudade	Kn manu-
4670	§217	Yawanawá	Yaw	esquecer			βɨnu	1	** β ɨ n u		*[ma][n]o[t]-	sentir saudade	Yaw **βɨnu ‘esquecer’
4671	§217	Korúbo	Ko	perder,  esquecer			βɨnut	1	** β ɨ n u t		*[ma][n]o[t]-	sentir saudade	Ko **βɨnut ‘perder;;  esquecer’
4672	§217	Matís	Mt	perder			bɨnud	1	** b ɨ n u d		*[ma][n]o[t]-	sentir saudade	Mt **bɨnud ‘perder’
4673	§217	Mayorúna	My	perder			bɨdnu [bɨdˈnu]	1	**bɨdnu [bɨdˈnu]		*[ma][n]o[t]-	sentir saudade	My **bɨdnu [bɨdˈnu] ‘perder’
4674	§218	Kakataibo	Ksh	subir un cerro			mápɨrakɨ́-		m á p ɨ r a k ɨ́		*mapɨ-	subir (um morro)	Ksh mápɨrakɨ́- ‘subir un cerro’
4675	§218	ShipiboKonibo	SK	subir			mapɨ́		m a p ɨ́		*mapɨ-	subir (um morro)	SK mapɨ́ ‘subir’
4676	§218	Kapanawa	Kp	subir (um morro)	1		mapɨ́		m a p ɨ́		*mapɨ-	subir (um morro)	Kp mapɨ́
4678	§218	Chákobo	Ch	destapar			mapɨ		m a p ɨ		*mapɨ-	subir (um morro)	Ch mapɨ ‘destapar, abrir;;  destapar la cabeza’
4679	§218	Chákobo	Ch	subir (um morro)	1		abrir,  destapar la cabeza’		abrir,  destapar la cabeza’		*mapɨ-	subir (um morro)	Ch mapɨ ‘destapar, abrir;;  destapar la cabeza’
4681	§218	Yamináwa	Yam	subir (um morro)	1		mapɨ		m a p ɨ		*mapɨ-	subir (um morro)	Yam mapɨ, mapɨ᷈ ‘subir’ (FAUST; LOOS;; 2002)
4682	§218	Yamináwa	Yam	subir			mapɨ᷈		m a p ɨ᷈	 (FAUST; LOOS, 2002	*mapɨ-	subir (um morro)	Yam mapɨ, mapɨ᷈ ‘subir’ (FAUST; LOOS;; 2002)
4688	§218	Amawáka	A	subir (um morro)	1		mapɨ- II		mapɨ- II		*mapɨ-	subir (um morro)	A mapɨ- II
4689	§218	Kaxinawá	Kn	subir (um morro)	1		mapɨ-		m a p ɨ		*mapɨ-	subir (um morro)	Kn mapɨ-
4690	§218	Marináwa	M	subir (um morro)	1		mápɨ-		m á p ɨ		*mapɨ-	subir (um morro)	M mápɨ-
4696	§219	ShipiboKonibo	SK	camarão	1		mapi		m a p i		*mapi	camarão	SK mapi
4697	§219	Marúbo	Mar	camarão			mapi 		mapi 	CESARINO, 2008	*mapi	camarão	Mar mapi (CESARINO;; 2008)
4698	§219	Kapanawa	Kp	camarão	1		mapi		m a p i		*mapi	camarão	Kp mapi
4703	§219	Sharanáwa	Shar	camarão	1		mapi		m a p i		*mapi	camarão	Shar mapi, mapin
4704	§219	Sharanáwa	Shar	camarão	1		mapin		m a p i n		*mapi	camarão	Shar mapi, mapin
4708	§219	Amawáka	A	camarão	1		mapi I		mapi I		*mapi	camarão	A mapi I
4709	§219	Kaxinawá	Kn	camarão	1		mapi		m a p i		*mapi	camarão	Kn mapi
4710	§219	Marináwa	M	camarão	1		mapi		m a p i		*mapi	camarão	M mapi
4711	§219	Yawanawá	Yaw	camarão	1		mapi		m a p i		*mapi	camarão	Yaw mapi
4713	§219	Matís	Mt	camarão			mapiʂo		m a p i ʂ o		*mapi	camarão	Mt mapiʂo ‘camarão’
4715	§220	Kakataibo	Ksh	cabeza			mapoʂɔɔ (también maʂká,  juego 229)		mapoʂɔɔ (también maʂká,  juego 229)		*mapo	cabeça	Ksh mapoʂɔɔ (también maʂká;;  juego 229) ‘cabeza’
4716	§220	ShipiboKonibo	SK	cabeça	1		mapo		m a p o		*mapo	cabeça	SK mapo
4717	§220	Kapanawa	Kp	cabeça	1		mapo		m a p o		*mapo	cabeça	Kp mapo
4718	§220	Marúbo	Mar	cabeça			mapo [ˈmapo] 		mapo [ˈmapo] 	CABRAL; OLIVEIRA, 2010	*mapo	cabeça	Mar mapo [ˈmapo] (CABRAL; OLIVEIRA;; 2010)
4719	§220	Chákobo	Ch	cabeça	1		mápo		m á p o		*mapo	cabeça	Ch mápo
4721	§220	Yamináwa	Yam	cabeça	1		mapo		m a p o		*mapo	cabeça	Yam mapo, mãpo (EAKEN;; 2008)
4722	§220	Yamináwa	Yam	cabeça			mãpo 		mãpo 	EAKEN, 2008	*mapo	cabeça	Yam mapo, mãpo (EAKEN;; 2008)
4723	§220	Chanináwa	Chan	cabeça	1		bapo		b a p o		*mapo	cabeça	Chan bapo, mapo
4724	§220	Chanináwa	Chan	cabeça	1		mapo		m a p o		*mapo	cabeça	Chan bapo, mapo
4725	§220	Sharanáwa	Shar	cabeça	1		mapo		m a p o		*mapo	cabeça	Shar mapo, mapon
4726	§220	Sharanáwa	Shar	cabeça	1		mapon		m a p o n		*mapo	cabeça	Shar mapo, mapon
4727	§220	Shanenáwa	Shan	cabeça	1		mapu		m a p u		*mapo	cabeça	Shan mapu
4728	§220	Katukina	Kat	cabeça	1		mapu		m a p u		*mapo	cabeça	Kat mapu
4729	§220	Poyanáwa	Poy	miolos da cabeça			bapu		b a p u		*mapo	cabeça	Poy bapu ‘miolos da cabeça’
4730	§220	Amawáka	A	cabeça	1		mapo II		mapo II		*mapo	cabeça	A mapo II
4731	§220	Kaxinawá	Kn	ceniza			mapu		m a p u		*mapo	cabeça	Kn mapu ‘ceniza, arcilla;;  sesos de cérebro’
4732	§220	Kaxinawá	Kn	cabeça	1		arcilla,  sesos de cérebro’		arcilla,  sesos de cérebro’		*mapo	cabeça	Kn mapu ‘ceniza, arcilla;;  sesos de cérebro’
4733	§220	Marináwa	M	cabeza			mápó		m á p ó		*mapo	cabeça	M mápó ‘cabeza’
4734	§220	Yawanawá	Yaw	cabeça	1		mapu		m a p u		*mapo	cabeça	Yaw mapu
4738	§221	Kakataibo	Ksh	arcilla			mapó		m a p ó		*mapok	barro,  poeira	Ksh mapó ‘arcilla’
4739	§221	ShipiboKonibo	SK	barro,  poeira	1		mapó		m a p ó		*mapok	barro,  poeira	SK mapó, mápokan ‘greda (arcilla)’ (LORIOT; LAURIAULT; DAY;; 1993)
4740	§221	ShipiboKonibo	SK	greda (arcilla)			mápokan		m á p o k a n	 (LORIOT; LAURIAULT; DAY, 1993	*mapok	barro,  poeira	SK mapó, mápokan ‘greda (arcilla)’ (LORIOT; LAURIAULT; DAY;; 1993)
4741	§221	Kapanawa	Kp	barro,  poeira	1		mapó		m a p ó		*mapok	barro,  poeira	Kp mapó
4743	§221	Chákobo	Ch	barro,  poeira	1		ˈmapo		ˈm a p o		*mapok	barro,  poeira	Ch ˈmapo, ˈmapoka ‘barro prendoso;;  gredoso’ (ZINGG;; 1998), mápoka
4744	§221	Chákobo	Ch	barro prendoso,  gredoso			ˈmapoka		ˈm a p o k a	 (ZINGG, 1998	*mapok	barro,  poeira	Ch ˈmapo, ˈmapoka ‘barro prendoso;;  gredoso’ (ZINGG;; 1998), mápoka
4745	§221	Chákobo	Ch	barro,  poeira	1		mápoka		m á p o k a		*mapok	barro,  poeira	Ch ˈmapo, ˈmapoka ‘barro prendoso;;  gredoso’ (ZINGG;; 1998), mápoka
4746	§221	Kaxararí	Kax	cinza			mapuʔu [mapuˈʔu]		mapuʔu [mapuˈʔu]	 (VALENZUELA; OLIVEIRA, 2012	*mapok	barro,  poeira	Kax mapuʔu [mapuˈʔu] ‘cinza’ (VALENZUELA; OLIVEIRA;; 2012)
4748	§221	Chanináwa	Chan	barro,  poeira	1		bapo		b a p o		*mapok	barro,  poeira	Chan bapo
4749	§221	Sharanáwa	Shar	barro,  poeira	1		mapo		m a p o		*mapok	barro,  poeira	Shar mapo, mapon ‘greda, ceniza;;  polvo’
4750	§221	Sharanáwa	Shar	greda			mapon		m a p o n		*mapok	barro,  poeira	Shar mapo, mapon ‘greda, ceniza;;  polvo’
4751	§221	Sharanáwa	Shar	barro,  poeira	1		ceniza,  polvo’		ceniza,  polvo’		*mapok	barro,  poeira	Shar mapo, mapon ‘greda, ceniza;;  polvo’
4752	§221	Shanenáwa	Shan	barro,  poeira	1		mapu		m a p u		*mapok	barro,  poeira	Shan mapu
4755	§221	Amawáka	A	barro,  poeira	1		mápoo		m á p oo		*mapok	barro,  poeira	A mápoo, mápoopán ‘barro’ (HYDE;; 1980), mapoo I
4756	§221	Amawáka	A	barro			mápoopán		m á p oo p á n	 (HYDE, 1980	*mapok	barro,  poeira	A mápoo, mápoopán ‘barro’ (HYDE;; 1980), mapoo I
4757	§221	Amawáka	A	barro,  poeira	1		mapoo I		mapoo I		*mapok	barro,  poeira	A mápoo, mápoopán ‘barro’ (HYDE;; 1980), mapoo I
4758	§221	Kaxinawá	Kn	ceniza			mapu		m a p u		*mapok	barro,  poeira	Kn mapu ‘ceniza, arcilla;;  secos’
4759	§221	Kaxinawá	Kn	barro,  poeira	1		arcilla,  secos’		arcilla,  secos’		*mapok	barro,  poeira	Kn mapu ‘ceniza, arcilla;;  secos’
4760	§221	Marináwa	M	barro,  poeira	1		mápo		m á p o		*mapok	barro,  poeira	M mápo
4764	§221	Mayorúna	My	ceniza			isisapuk		i s i s a p u k		*mapok	barro,  poeira	My isisapuk ‘ceniza’
4765	§222	Kakataibo	Ksh	esp.deplanta	1		maráʂ		m a r á ʂ		*maɽaʂ	esp.deplanta	Ksh maráʂ
4766	§222	ShipiboKonibo	SK	esp.deplanta	1		maráʂ		m a r á ʂ		*maɽaʂ	esp.deplanta	SK maráʂ
4767	§222	Kapanawa	Kp	esp.deplanta	1		maráʂ		m a r á ʂ		*maɽaʂ	esp.deplanta	Kp maráʂ
4783	§222	Mayorúna	My	árbol frutero cultivado			madaështe		m a d a ë s h t e		*maɽaʂ	esp.deplanta	My madaështe ‘árbol frutero cultivado’
4784	§223	Kakataibo	Ksh	cutia (esp. de roedor)	1		mari		m a r i		*maɽi	cutia (esp. de roedor)	Ksh mari
4785	§223	ShipiboKonibo	SK	cutia (esp. de roedor)	1		mari		m a r i		*maɽi	cutia (esp. de roedor)	SK mari
4786	§223	Kapanawa	Kp	cutia (esp. de roedor)	1		mari		m a r i		*maɽi	cutia (esp. de roedor)	Kp mari
4787	§223	Marúbo	Mar	cutia			maɾi [ˈmāɾĭ]		maɾi [ˈmāɾĭ]		*maɽi	cutia (esp. de roedor)	Mar maɾi [ˈmāɾĭ] ‘cutia’
4789	§223	Kaxararí	Kax	cutia (esp. de roedor)			matʃahi 		matʃahi 	SOUSA, 2004	*maɽi	cutia (esp. de roedor)	Kax matʃahi (SOUSA;; 2004)
4790	§223	Yamináwa	Yam	cutia (esp. de roedor)	1		mari		m a r i		*maɽi	cutia (esp. de roedor)	Yam mari, mari᷈ ‘añuje’ (EAKEN;; 2004)
4791	§223	Yamináwa	Yam	añuje			mari᷈		m a r i᷈	 (EAKEN, 2004	*maɽi	cutia (esp. de roedor)	Yam mari, mari᷈ ‘añuje’ (EAKEN;; 2004)
4793	§223	Sharanáwa	Shar	cutia (esp. de roedor)	1		mari		m a r i		*maɽi	cutia (esp. de roedor)	Shar mari, marin ‘añuje;;  agutí’
4794	§223	Sharanáwa	Shar	añuje,  agutí			marin		m a r i n		*maɽi	cutia (esp. de roedor)	Shar mari, marin ‘añuje;;  agutí’
4795	§223	Shanenáwa	Shan	cutia			maɾi		m a ɾ i		*maɽi	cutia (esp. de roedor)	Shan maɾi ‘cutia’
4796	§223	Katukina	Kat	cutia			maɾi		m a ɾ i		*maɽi	cutia (esp. de roedor)	Kat maɾi ‘cutia’
4797	§223	Poyanáwa	Poy	cutia			bari		b a r i		*maɽi	cutia (esp. de roedor)	Poy bari ‘cutia’
4798	§223	Amawáka	A	cutia (esp. de roedor)	1		marí I		marí I		*maɽi	cutia (esp. de roedor)	A marí I
4799	§223	Kaxinawá	Kn	cutia (esp. de roedor)	1		madi		m a d i		*maɽi	cutia (esp. de roedor)	Kn madi
4800	§223	Marináwa	M	cutia (esp. de roedor)	1		mari		m a r i		*maɽi	cutia (esp. de roedor)	M mari
4801	§223	Yawanawá	Yaw	cutia			maɾi		m a ɾ i		*maɽi	cutia (esp. de roedor)	Yaw maɾi ‘cutia’
4803	§223	Matís	Mt	cutia			made [maɾe]		made [maɾe]		*maɽi	cutia (esp. de roedor)	Mt made [maɾe] ‘cutia’
4804	§223	Mayorúna	My	paca			made		m a d e		*maɽi	cutia (esp. de roedor)	My made ‘paca’
4805	§224	Kakataibo	Ksh	esp. de cabaça	1		masɨ᷈		m a s ɨ᷈		*masɨ[n]	esp. de cabaça	Ksh masɨ᷈
4806	§224	ShipiboKonibo	SK	esp. de cabaça	1		masɨ᷈		m a s ɨ᷈		*masɨ[n]	esp. de cabaça	SK masɨ᷈
4807	§224	Kapanawa	Kp	esp. de cabaça	1		maʂɨn		m a ʂ ɨ n		*masɨ[n]	esp. de cabaça	Kp maʂɨn
4808	§224	Marúbo	Mar	cabaça			mãˈsɨ᷈		m ã ˈs ɨ᷈	 (ANONBY; HOLBROOK, 2010	*masɨ[n]	esp. de cabaça	Mar mãˈsɨ᷈ ‘cabaça’ (ANONBY; HOLBROOK;; 2010)
4813	§224	Sharanáwa	Shar	esp. de cabaça	1		masɨ		m a s ɨ		*masɨ[n]	esp. de cabaça	Shar masɨ, masɨn ‘calabaza’
4814	§224	Sharanáwa	Shar	calabaza			masɨn		m a s ɨ n		*masɨ[n]	esp. de cabaça	Shar masɨ, masɨn ‘calabaza’
4818	§224	Amawáka	A	esp. de cabaça	1		mãsɨ᷈		m ã s ɨ᷈		*masɨ[n]	esp. de cabaça	A mãsɨ᷈
4820	§224	Marináwa	M	esp. de cabaça	1		máʂɨ		m á ʂ ɨ		*masɨ[n]	esp. de cabaça	M máʂɨ
4823	§224	Matís	Mt	tipo de flauta			masɨn		m a s ɨ n		*masɨ[n]	esp. de cabaça	Mt masɨn ‘tipo de flauta’
4825	§225	Kakataibo	Ksh	areia	1		masi		m a s i		*masi	areia	Ksh masi
4826	§225	ShipiboKonibo	SK	areia	1		maʃi		m a ʃ i		*masi	areia	SK maʃi
4827	§225	Kapanawa	Kp	areia	1		maʃi		m a ʃ i		*masi	areia	Kp maʃi
4828	§225	Marúbo	Mar	areia			ˈmaʃi 		ˈmaʃi 	ANONBY; HOLBROOK, 2010	*masi	areia	Mar ˈmaʃi (ANONBY; HOLBROOK;; 2010)
4829	§225	Chákobo	Ch	areia	1		ˈmaʃɨ		ˈm a ʃ ɨ		*masi	areia	Ch ˈmaʃɨ, maʃɨˈnɨ ‘arena;;  playa’
4830	§225	Chákobo	Ch	arena,  playa			maʃɨˈnɨ		m a ʃ ɨ ˈn ɨ		*masi	areia	Ch ˈmaʃɨ, maʃɨˈnɨ ‘arena;;  playa’
4831	§225	Kaxararí	Kax	areia	1		hɨnɨmaˈʃi [hɨnɨmaˈʃi]		hɨnɨmaˈʃi [hɨnɨmaˈʃi]		*masi	areia	Kax hɨnɨmaˈʃi [hɨnɨmaˈʃi]
4832	§225	Yamináwa	Yam	areia	1		maʃi		m a ʃ i		*masi	areia	Yam maʃi, mãʃi ‘arena;;  playa’
4833	§225	Yamináwa	Yam	arena,  playa			mãʃi		m ã ʃ i		*masi	areia	Yam maʃi, mãʃi ‘arena;;  playa’
4834	§225	Chanináwa	Chan	areia	1		baʃi		b a ʃ i		*masi	areia	Chan baʃi
4836	§225	Shanenáwa	Shan	areia	1		maʂi		m a ʂ i		*masi	areia	Shan maʂi
4837	§225	Katukina	Kat	areia			maʃi [maˈʃiʔ] 		maʃi [maˈʃiʔ] 	BARROS, 1987	*masi	areia	Kat maʃi [maˈʃiʔ] (BARROS;; 1987)
4838	§225	Poyanáwa	Poy	areia			baʃi		b a ʃ i		*masi	areia	Poy baʃi ‘areia’
4840	§225	Kaxinawá	Kn	areia	1		maʃi		m a ʃ i		*masi	areia	Kn maʃi
4841	§225	Marináwa	M	areia	1		- -		- -		*masi	areia	M - -
4842	§225	Yawanawá	Yaw	areia,  barro de varias cores			maʃi		m a ʃ i		*masi	areia	Yaw maʃi ‘areia;;  barro de varias cores’
4844	§225	Matís	Mt	areia			masi 		masi 	FERREIRA, 2005	*masi	areia	Mt masi (FERREIRA;; 2005)
4845	§225	Mayorúna	My	areia	1		masi [maˈsi]		masi [maˈsi]		*masi	areia	My masi [maˈsi]
4846	§226	Kakataibo	Ksh	pedra	1		maʂáʂ		m a ʂ á ʂ		*maʂaʂ	pedra	Ksh maʂáʂ
4847	§226	ShipiboKonibo	SK	pedra	1		maʂáʂ		m a ʂ á ʂ		*maʂaʂ	pedra	SK maʂáʂ
4850	§226	Chákobo	Ch	pedra	1		maʂáʂa		m a ʂ á ʂ a		*maʂaʂ	pedra	Ch maʂáʂa
4858	§226	Amawáka	A	pedra	1		maxax		m a x a x		*maʂaʂ	pedra	A maxax
4859	§226	Kaxinawá	Kn	pedra	1		maʂaʂ		m a ʂ a ʂ		*maʂaʂ	pedra	Kn maʂaʂ
4860	§226	Marináwa	M	pedra	1		máʂaʂɨ		m á ʂ a ʂ ɨ		*maʂaʂ	pedra	M máʂaʂɨ
4861	§226	Yawanawá	Yaw	pedra	1		maʂaʂɨ		m a ʂ a ʂ ɨ		*maʂaʂ	pedra	Yaw maʂaʂɨ
4863	§226	Matís	Mt	pedra utilizada para amolar			maʂaʂ		m a ʂ a ʂ		*maʂaʂ	pedra	Mt maʂaʂ ‘pedra utilizada para amolar’
4865	§227	Kakataibo	Ksh	urucum (a árvore e o seu fruto)	1		maʂɨ		m a ʂ ɨ		*maʂɨ	urucum (a árvore e o seu fruto)	Ksh maʂɨ
4866	§227	ShipiboKonibo	SK	urucum (a árvore e o seu fruto)	1		maʂɨ		m a ʂ ɨ		*maʂɨ	urucum (a árvore e o seu fruto)	SK maʂɨ
4867	§227	Kapanawa	Kp	urucum (a árvore e o seu fruto)	1		maʂɨ		m a ʂ ɨ		*maʂɨ	urucum (a árvore e o seu fruto)	Kp maʂɨ
4868	§227	Marúbo	Mar	urucum			maʃɨ		m a ʃ ɨ	 (CESARINO, 2008	*maʂɨ	urucum (a árvore e o seu fruto)	Mar maʃɨ ‘urucum’ (CESARINO;; 2008)
4869	§227	Chákobo	Ch	urucum (a árvore e o seu fruto)	1		maʂɨ		m a ʂ ɨ		*maʂɨ	urucum (a árvore e o seu fruto)	Ch maʂɨ
4872	§227	Chanináwa	Chan	urucum (a árvore e o seu fruto)	1		baʃɨ		b a ʃ ɨ		*maʂɨ	urucum (a árvore e o seu fruto)	Chan baʃɨ
4875	§227	Katukina	Kat	urucum (a árvore e o seu fruto)	1		maʂi		m a ʂ i		*maʂɨ	urucum (a árvore e o seu fruto)	Kat maʂi
4876	§227	Amawáka	A	urucum (a árvore e o seu fruto)	1		maxɨ II		maxɨ II		*maʂɨ	urucum (a árvore e o seu fruto)	A maxɨ II
4877	§227	Kaxinawá	Kn	urucum (a árvore e o seu fruto)	1		maʂɨ		m a ʂ ɨ		*maʂɨ	urucum (a árvore e o seu fruto)	Kn maʂɨ
4878	§227	Marináwa	M	urucum (a árvore e o seu fruto)	1		máʂɨ́		m á ʂ ɨ́		*maʂɨ	urucum (a árvore e o seu fruto)	M máʂɨ́
4884	§228	Kakataibo	Ksh	cabeza			maʂká		m a ʂ k á		*maʂka[t]	encima,  cume	Ksh maʂká ‘cabeza’
4885	§228	ShipiboKonibo	SK	el punto más alto			maʂká		m a ʂ k á		*maʂka[t]	encima,  cume	SK maʂká ‘el punto más alto, como el pico de uma montaña;;  caballete del techo de uma casa’
4886	§228	ShipiboKonibo	SK	encima,  cume	1		como el pico de uma montaña,  caballete del techo de uma casa’		como el pico de uma montaña,  caballete del techo de uma casa’		*maʂka[t]	encima,  cume	SK maʂká ‘el punto más alto, como el pico de uma montaña;;  caballete del techo de uma casa’
4887	§228	Kapanawa	Kp	encima de,  de la cabeza			(maʃ-		( m a ʃ		*maʂka[t]	encima,  cume	Kp (maʃ- ‘encima de;;  de la cabeza’)
4889	§228	Chákobo	Ch	encima,  cume	1		maʂkátʃa		m a ʂ k á t ʃ a		*maʂka[t]	encima,  cume	Ch maʂkátʃa
4893	§228	Sharanáwa	Shar	encima,  cume	1		maʂkanan		m a ʂ k a n a n		*maʂka[t]	encima,  cume	Shar maʂkanan, maʂkananun ‘encima’
4894	§228	Sharanáwa	Shar	encima			maʂkananun		m a ʂ k a n a n u n		*maʂka[t]	encima,  cume	Shar maʂkanan, maʂkananun ‘encima’
4897	§228	Amawáka	A	al lado de,  encima de			máxkaa		m á x k aa	 (HYDE, 1980	*maʂka[t]	encima,  cume	A máxkaa ‘al lado de;;  encima de’ (HYDE;; 1980), maxka ‘a un nível alto;;  pero colidando con algo’
4898	§228	Amawáka	A	a un nível alto,  pero colidando con algo			maxka		m a x k a		*maʂka[t]	encima,  cume	A máxkaa ‘al lado de;;  encima de’ (HYDE;; 1980), maxka ‘a un nível alto;;  pero colidando con algo’
4899	§228	Kaxinawá	Kn	cima			maʂka		m a ʂ k a		*maʂka[t]	encima,  cume	Kn maʂka ‘cima, pico;;  punto más alto’
4900	§228	Kaxinawá	Kn	encima,  cume	1		pico,  punto más alto’		pico,  punto más alto’		*maʂka[t]	encima,  cume	Kn maʂka ‘cima, pico;;  punto más alto’
4906	§228	Mayorúna	My	encima,  cume	1		maʂkad [maʂˈkad] isla temporal		maʂkad [maʂˈkad] isla temporal		*maʂka[t]	encima,  cume	My maʂkad [maʂˈkad] isla temporal, tierra firme (altura) plana’
4907	§228	Mayorúna	My	encima,  cume			tierra firme 		tierra firme 	altura) plana’	*maʂka[t]	encima,  cume	My maʂkad [maʂˈkad] isla temporal, tierra firme (altura) plana’
4908	§229	Kakataibo	Ksh	dar un corte de pelo			maʂko-		m a ʂ k o		*maʂkoɽ-	cortar o cabelo	Ksh maʂko- ‘dar un corte de pelo’
4909	§229	ShipiboKonibo	SK	cortar el pelo			maʂko-		m a ʂ k o		*maʂkoɽ-	cortar o cabelo	SK maʂko- ‘cortar el pelo’, maʂkoɾo- ‘dar un corte de pelo;;  sacar todo el pelo’
4910	§229	ShipiboKonibo	SK	dar un corte de pelo,  sacar todo el pelo			maʂkoɾo-		m a ʂ k o ɾ o		*maʂkoɽ-	cortar o cabelo	SK maʂko- ‘cortar el pelo’, maʂkoɾo- ‘dar un corte de pelo;;  sacar todo el pelo’
4913	§229	Chákobo	Ch	cortar o cabelo			maʂko- 		maʂko- 	Tr.	*maʂkoɽ-	cortar o cabelo	Ch maʂko- (Tr.), maʂkoɾo- (itr) ‘razurarse la cabeza;;  hacer(se) calvo’ (ZINGG;; 1998), maʂkoɾo- ˈmaʂko ‘calvo’ (ZINGG;; 1998)
4914	§229	Chákobo	Ch	razurarse la cabeza,  hacer(se) calvo			maʂkoɾo- (itr)		maʂkoɾo- (itr)	 (ZINGG, 1998	*maʂkoɽ-	cortar o cabelo	Ch maʂko- (Tr.), maʂkoɾo- (itr) ‘razurarse la cabeza;;  hacer(se) calvo’ (ZINGG;; 1998), maʂkoɾo- ˈmaʂko ‘calvo’ (ZINGG;; 1998)
4915	§229	Chákobo	Ch	calvo			maʂkoɾo- ˈmaʂko		maʂkoɾo- ˈmaʂko	 (ZINGG, 1998	*maʂkoɽ-	cortar o cabelo	Ch maʂko- (Tr.), maʂkoɾo- (itr) ‘razurarse la cabeza;;  hacer(se) calvo’ (ZINGG;; 1998), maʂkoɾo- ˈmaʂko ‘calvo’ (ZINGG;; 1998)
4922	§229	Amawáka	A	afeitar la cabeza			maxko- I		maxko- I		*maʂkoɽ-	cortar o cabelo	A maxko- I ‘afeitar la cabeza’
4923	§229	Kaxinawá	Kn	coronilla			maʂkuɾu		m a ʂ k u ɾ u		*maʂkoɽ-	cortar o cabelo	Kn maʂkuɾu ‘coronilla, tonsura;;  corte de pelo’
4924	§229	Kaxinawá	Kn	cortar o cabelo	1		tonsura,  corte de pelo’		tonsura,  corte de pelo’		*maʂkoɽ-	cortar o cabelo	Kn maʂkuɾu ‘coronilla, tonsura;;  corte de pelo’
