ID	IDX	DOCULECT	DOCULECTID	CONCEPT	CONCEPT_FROM_PROTO	CONCEPT_ADDED	VALUE	VALUE_UNCERTAIN	TOKENS	NOTE	SOURCE	PROTOFORM	PROTOCONCEPT	ENTRY_IN_SOURCE
6207	§284	ShipiboKonibo	SK	taladrar horizontalmente			noa-		n oa			[n]oa-	profundo	SK noa- ‘taladrar horizontalmente’, **nóa ‘punzar con algo pontiagudo’ (LORIOT; LAURIAULT; DAY;; 1993)
6208	§284	ShipiboKonibo	SK	punzar con algo pontiagudo			nóa	1	** n ó a		Loriot1993	[n]oa-	profundo	SK noa- ‘taladrar horizontalmente’, **nóa ‘punzar con algo pontiagudo’ (LORIOT; LAURIAULT; DAY;; 1993)
6209	§284	Kapanawa	Kp	pozo (hondura en la vuelta de un río)			noa		n oa		Loos1998	[n]oa-	profundo	Kp noa ‘pozo (hondura en la vuelta de un río)’ (LOOS; LOOS;; 1998)
6213	§284	Yamináwa	Yam	profundo			noa		n oa		Eakin2008	[n]oa-	profundo	Yam noa ‘profundo’ (EAKEN;; 2008)
6214	§284	Chanináwa	Chan	profundo, hondo			doa		d oa			[n]oa-	profundo	Chan doa ‘profundo;; hondo’
6215	§284	Sharanáwa	Shar	profundo, hondo			noa		n oa			[n]oa-	profundo	Shar noa ‘profundo;; hondo’
6217	§284	Katukina	Kat	rio			nua		n ua			[n]oa-	profundo	Kat nua ‘rio’
6218	§284	Poyanáwa	Poy	furar			du		d u			[n]oa-	profundo	Poy du ‘furar’
6220	§284	Kaxinawá	Kn	insertar, profundo			nua-		n ua			[n]oa-	profundo	Kn nua- ‘insertar;; profundo’
6222	§284	Yawanawá	Yaw	fundo			nua		n ua			[n]oa-	profundo	Yaw nua ‘fundo’
6223	§284	Korúbo	Ko	grande			nua		n ua			[n]oa-	profundo	Ko nua ‘grande’
6225	§284	Mayorúna	My	grande, ancho, grueso, gordo, mucho, insertar, profundo			nua [nwá]		nua [nwá]			[n]oa-	profundo	My nua [nwá] ‘grande;; ancho;; grueso;; gordo;; mucho;; insertar;; profundo’
6226	§285	Proto-Panoan	Proto	esp. de caramujo		0	[n]oʔtʃo		[ n ] o ʔ t ʃ o		Oliveira2014	[n]oʔtʃo	esp. de caramujo	*[n]oʔtʃo ‘esp. de caramujo’ :
6227	§285	Kakataibo	Ksh	esp. de caramujo	1		notʃo		n o t ʃ o			[n]oʔtʃo	esp. de caramujo	Ksh notʃo
6228	§285	ShipiboKonibo	SK	esp. de caramujo	1		notʃo		n o t ʃ o			[n]oʔtʃo	esp. de caramujo	SK notʃo
6229	§285	Kapanawa	Kp	esp. de caramujo	1		noʔtʃo		n o ʔ t ʃ o			[n]oʔtʃo	esp. de caramujo	Kp noʔtʃo
6235	§285	Sharanáwa	Shar	esp. de caramujo	1		notʃo		n o t ʃ o			[n]oʔtʃo	esp. de caramujo	Shar notʃo, notʃon
6236	§285	Sharanáwa	Shar	esp. de caramujo	1		notʃon		n o t ʃ o n			[n]oʔtʃo	esp. de caramujo	Shar notʃo, notʃon
6240	§285	Amawáka	A	esp. de caramujo	1		notʃo II		notʃo II			[n]oʔtʃo	esp. de caramujo	A notʃo II
6241	§285	Kaxinawá	Kn	esp. de caramujo	1		nutʃu		n u t ʃ u			[n]oʔtʃo	esp. de caramujo	Kn nutʃu
6242	§285	Marináwa	M	esp. de caramujo	1		nótʃó		n ó t ʃ ó			[n]oʔtʃo	esp. de caramujo	M nótʃó
6247	§286	Proto-Panoan	Proto	minhoca		0	noʔir		n o ʔ i r		Oliveira2014	noʔir	minhoca	*noʔir ‘minhoca’ :
6248	§286	Kakataibo	Ksh	minhoca	1		noi		n oi			noʔir	minhoca	Ksh noi
6249	§286	ShipiboKonibo	SK	minhoca	1		noín		n oí n			noʔir	minhoca	SK noín, nóiman ‘lombriz’ (LORIOT; LAURIAULT; DAY;; 1993)
6250	§286	ShipiboKonibo	SK	lombriz			nóiman		n ó i m a n		Loriot1993	noʔir	minhoca	SK noín, nóiman ‘lombriz’ (LORIOT; LAURIAULT; DAY;; 1993)
6251	§286	Kapanawa	Kp	minhoca	1		noʔín		n o ʔ í n			noʔir	minhoca	Kp noʔín
6252	§286	Marúbo	Mar	minhoca			nuˈi᷈		n u ˈi᷈			noʔir	minhoca	Mar nuˈi᷈ ‘minhoca’
6253	§286	Chákobo	Ch	minhoca	1		noˈʔini		n o ˈʔ i n i			noʔir	minhoca	Ch noˈʔini, noˈʔi ‘el bicho (parásito);; la lombris;; el gusano’
6254	§286	Chákobo	Ch	el bicho (parásito), la lombris, el gusano			noˈʔi		n o ˈʔ i			noʔir	minhoca	Ch noˈʔini, noˈʔi ‘el bicho (parásito);; la lombris;; el gusano’
6255	§286	Kaxararí	Kax	verme			njuˈli [njuˈi]		njuˈli [njuˈi]		Couto2005	noʔir	minhoca	Kax njuˈli [njuˈi] ‘verme’ (COUTO;; 2005), uˈli [oˈli] (LANES;; 2005)
6256	§286	Kaxararí	Kax	verme			uˈli [oˈli] 		uˈli [oˈli] 		Lanes2005	noʔir	minhoca	Kax njuˈli [njuˈi] ‘verme’ (COUTO;; 2005), uˈli [oˈli] (LANES;; 2005)
6259	§286	Sharanáwa	Shar	minhoca	1		noin		n oi n			noʔir	minhoca	Shar noin, noinin ‘lombriz;; gusano’
6260	§286	Sharanáwa	Shar	lombriz, gusano			noinin		n oi n i n			noʔir	minhoca	Shar noin, noinin ‘lombriz;; gusano’
6261	§286	Shanenáwa	Shan	verme			nui		n ui			noʔir	minhoca	Shan nui ‘verme’, nuin ‘minhoca’
6262	§286	Shanenáwa	Shan	minhoca			nuin		n ui n			noʔir	minhoca	Shan nui ‘verme’, nuin ‘minhoca’
6263	§286	Katukina	Kat	minhoca			noin		n oi n			noʔir	minhoca	Kat noin ‘minhoca’
6264	§286	Poyanáwa	Poy	minhoca			nu᷈y		n u᷈y			noʔir	minhoca	Poy nu᷈y ‘minhoca’
6265	§286	Amawáka	A	minhoca	1		nõʔi I		nõʔi I			noʔir	minhoca	A nõʔi I
6266	§286	Kaxinawá	Kn	minhoca	1		nui		n ui			noʔir	minhoca	Kn nui
6267	§286	Marináwa	M	minhoca	1		noi		n oi			noʔir	minhoca	M noi
6270	§286	Matís	Mt	verme			nowen		n o w e n			noʔir	minhoca	Mt nowen ‘verme’
6271	§286	Mayorúna	My	gusano			nuen [nwén]		nuen [nwén]			noʔir	minhoca	My nuen [nwén] ‘gusano’
6272	§287	Proto-Panoan	Proto	esp. de caramujo		0	[n]oβo		[ n ] o β o		Oliveira2014	[n]oβo	esp. de caramujo	*[n]oβo ‘esp. de caramujo’ :
6273	§287	Kakataibo	Ksh	esp. de caramujo	1		noβo		n o β o			[n]oβo	esp. de caramujo	Ksh noβo
6276	§287	Marúbo	Mar	esp. de caramujo			novo 		novo 		Cesarino2008	[n]oβo	esp. de caramujo	Mar novo (CESARINO;; 2008)
6285	§287	Amawáka	A	esp. de caramujo	1		nowo II		nowo II			[n]oβo	esp. de caramujo	A nowo II
6286	§287	Kaxinawá	Kn	caracol grande de río			nubu		n u b u			[n]oβo	esp. de caramujo	Kn nubu ‘caracol grande de río’
6292	§288	Proto-Panoan	Proto	gostoso, delicioso		0	[n]o[ɨ]		[ n ] o [ ɨ ]		Oliveira2014	[n]o[ɨ]	gostoso,  delicioso	*[n]o[ɨ] ‘gostoso;;  delicioso’ :
6294	§288	ShipiboKonibo	SK	gostoso, delicioso	1		noɨ		n oɨ			[n]o[ɨ]	gostoso,  delicioso	SK noɨ
6295	§288	Kapanawa	Kp	gostoso, delicioso	1		nowɨ		n o w ɨ			[n]o[ɨ]	gostoso,  delicioso	Kp nowɨ
6296	§288	Marúbo	Mar	cheiro			noɨ		n oɨ			[n]o[ɨ]	gostoso,  delicioso	Mar noɨ ‘cheiro’
6297	§288	Chákobo	Ch	delicioso			noa		n oa			[n]o[ɨ]	gostoso,  delicioso	Ch noa ‘delicioso’
6305	§288	Amawáka	A	sabroso, de frutas, nueces			nowɨ II		nowɨ II			[n]o[ɨ]	gostoso,  delicioso	A nowɨ II ‘sabroso;; de frutas;; nueces’
6306	§288	Kaxinawá	Kn	delicioso			nuɨ		n uɨ			[n]o[ɨ]	gostoso,  delicioso	Kn nuɨ ‘delicioso’
6309	§288	Korúbo	Ko	gostoso, saboroso			nuɨ		n uɨ			[n]o[ɨ]	gostoso,  delicioso	Ko nuɨ ‘gostoso;; saboroso’
6311	§288	Mayorúna	My	delicioso			nuɨ		n uɨ			[n]o[ɨ]	gostoso,  delicioso	My nuɨ ‘delicioso’
6312	§289	Proto-Panoan	Proto	amar, gostar		0	[n]oi-		[ n ] oi		Oliveira2014	[n]oi-	amar,  gostar	[n]oi- ‘amar;;  gostar’ :
6313	§289	Kakataibo	Ksh	amar, seguir			noi-		n oi			[n]oi-	amar,  gostar	Ksh noi- ‘amar;;  seguir’
6314	§289	ShipiboKonibo	SK	amar			noi-		n oi			[n]oi-	amar,  gostar	SK noi- ‘amar’
6315	§289	Kapanawa	Kp	amar, querer			noi-kin		n oi k i n		Loos1998	[n]oi-	amar,  gostar	Kp noi-kin ‘amar;;  querer’ (LOOS; LOOS;; 1998)
6316	§289	Marúbo	Mar	minha esposa amada			ɨ᷈ noi ʃavo		ɨ᷈ noi ʃavo			[n]oi-	amar,  gostar	Mar ɨ᷈ noi ʃavo ‘minha esposa amada’
6317	§289	Chákobo	Ch	amar			noi		n oi			[n]oi-	amar,  gostar	Ch noi ‘amar’
6319	§289	Yamináwa	Yam	amar			noi-ki᷈		n oi k i᷈		Eakin2008	[n]oi-	amar,  gostar	Yam noi-ki᷈ ‘amar’ (EAKEN;; 2008)
6321	§289	Sharanáwa	Shar	amar, gostar	1		noi		n oi			[n]oi-	amar,  gostar	Shar noi, noia
6322	§289	Sharanáwa	Shar	amar, gostar	1		noia		n oia			[n]oi-	amar,  gostar	Shar noi, noia
6326	§289	Amawáka	A	ser amigable			nowi		n o w i			[n]oi-	amar,  gostar	A nowi ‘ser amigable’
6327	§289	Kaxinawá	Kn	tener simpatía a alguien			nui-		n ui			[n]oi-	amar,  gostar	Kn nui- ‘tener simpatía a alguien’
6328	§289	Marináwa	M	enemigo			noikásmá-		n oi k á s m á			[n]oi-	amar,  gostar	M noikásmá- ‘enemigo’, nóí
6329	§289	Marináwa	M	amar, gostar	1		nóí		n ó í			[n]oi-	amar,  gostar	M noikásmá- ‘enemigo’, nóí
6334	§290	Proto-Panoan	Proto	apagar		0	[n]oka-		[ n ] o k a		Oliveira2014	[n]oka-	apagar	*[n]oka- ‘apagar’ :
6336	§290	ShipiboKonibo	SK	apagar	1		noka-		n o k a			[n]oka-	apagar	SK noka-
6337	§290	Kapanawa	Kp	apagarse			nokaʔi		n o k a ʔ i		Loos1998	[n]oka-	apagar	Kp nokaʔi ‘apagarse’ (LOOS; LOOS;; 1998)
6339	§290	Chákobo	Ch	apagarse (el fuego)			noka-		n o k a			[n]oka-	apagar	Ch noka- ‘apagarse (el fuego)’, nokawa- ‘apagar (el fuego)’
6340	§290	Chákobo	Ch	apagar (el fuego)			nokawa-		n o k a w a			[n]oka-	apagar	Ch noka- ‘apagarse (el fuego)’, nokawa- ‘apagar (el fuego)’
6344	§290	Sharanáwa	Shar	apagar	1		nokai		n o k ai			[n]oka-	apagar	Shar nokai, nokaa ‘apagar luz (fuego o vela)’
6345	§290	Sharanáwa	Shar	apagar luz (fuego o vela)			nokaa		n o k aa			[n]oka-	apagar	Shar nokai, nokaa ‘apagar luz (fuego o vela)’
6346	§290	Shanenáwa	Shan	apagar			nuka		n u k a			[n]oka-	apagar	Shan nuka ‘apagar’
6349	§290	Amawáka	A	apagar	1		noka- II		noka- II			[n]oka-	apagar	A noka- II
6350	§290	Kaxinawá	Kn	apagar	1		nuka-		n u k a			[n]oka-	apagar	Kn nuka-
6351	§290	Marináwa	M	apagar el fuego o la luz			nóká		n ó k á			[n]oka-	apagar	M nóká ‘apagar el fuego o la luz’
6352	§290	Yawanawá	Yaw	apagado			nuka		n u k a			[n]oka-	apagar	Yaw nuka ‘apagado’
6356	§291	Proto-Panoan	Proto	nadar		0	[n]on[a]-		[ n ] o n [ a ]		Oliveira2014	[n]on[a]-	nadar	*[n]on[a]- ‘nadar’ :
6357	§291	Kakataibo	Ksh	canoa			nun-ti		n u n t i		Shell1987	[n]on[a]-	nadar	Ksh nun-ti ‘canoa’ (SHELL;; 1987)
6358	§291	ShipiboKonibo	SK	nadar	1		nono		n o n o			[n]on[a]-	nadar	SK nono
6359	§291	Kapanawa	Kp	nadar	1		nona-		n o n a			[n]on[a]-	nadar	Kp nona-
6360	§291	Marúbo	Mar	nadar			ˈnuna		ˈn u n a		Anonby2010	[n]on[a]-	nadar	Mar ˈnuna ‘nadar’ (ANONBY; HOLBROOK;; 2010)
6361	§291	Chákobo	Ch	nadar, flotar			nono-		n o n o		Zingg1998	[n]on[a]-	nadar	Ch nono- ‘nadar;;  flotar’ (ZINGG;; 1998)
6363	§291	Yamináwa	Yam	flotar			nono		n o n o			[n]on[a]-	nadar	Yam nono ‘flotar’
6365	§291	Sharanáwa	Shar	nadar	1		nonoi		n o n oi			[n]on[a]-	nadar	Shar nonoi, nonoa ‘flotar;;  estar flojo’
6366	§291	Sharanáwa	Shar	flotar, estar flojo			nonoa		n o n oa			[n]on[a]-	nadar	Shar nonoi, nonoa ‘flotar;;  estar flojo’
6367	§291	Shanenáwa	Shan	boiar			nunu		n u n u			[n]on[a]-	nadar	Shan nunu ‘boiar’
6368	§291	Katukina	Kat	nadar			nuna-ai		n u n a ai			[n]on[a]-	nadar	Kat nuna-ai ‘nadar’
6370	§291	Amawáka	A	canoa			nónti		n ó n t i		Hyde1980	[n]on[a]-	nadar	A nónti ‘canoa’ (HYDE;; 1980)
6371	§291	Kaxinawá	Kn	nadar	1		nuna-		n u n a			[n]on[a]-	nadar	Kn nuna-
6373	§291	Yawanawá	Yaw	boiar			nunu [nuˈnu]		nunu [nuˈnu]		Souza2013	[n]on[a]-	nadar	Yaw nunu [nuˈnu] ‘boiar’ (SOUZA;; 2013)
6374	§291	Korúbo	Ko	nadar			nun-		n u n			[n]on[a]-	nadar	Ko nun- ‘nadar’
6375	§291	Matís	Mt	nadar			nunkin		n u n k i n			[n]on[a]-	nadar	Mt nunkin ‘nadar’
6376	§291	Mayorúna	My	flotar			nuad	1	** n ua d	 (A forma nuna de Kn não aparece no dicionário de Montag, apenas nono		[n]on[a]-	nadar	My **nuad ‘flotar’ (A forma nuna de Kn não aparece no dicionário de Montag;; apenas nono)
6377	§292	Proto-Panoan	Proto	nadar		0	nono- :		nono- :		Oliveira2014	nono- :	nadar	*nono- :
6378	§292	Kakataibo	Ksh	nadar			mɨño-	1	** m ɨ ñ o			nono- :	nadar	Ksh **mɨño- ‘nadar’
6379	§292	ShipiboKonibo	SK	nadar			nono-		n o n o			nono- :	nadar	SK nono- ‘nadar’
6380	§292	Chákobo	Ch	nadar			nono-		n o n o	Kn nono-		nono- :	nadar	Ch nono- ‘nadar’Kn nono-
6381	§292	Marináwa	M	flotar			nóno		n ó n o			nono- :	nadar	M nóno ‘flotar’
6382	§293	Proto-Panoan	Proto	pato		0	rorom		r o r o m		Oliveira2014	rorom	pato	*rorom ‘pato’ :
6383	§293	Kakataibo	Ksh	pato	1		nonṍ		n o n ṍ			rorom	pato	Ksh nonṍ
6384	§293	ShipiboKonibo	SK	pato	1		nonṍ		n o n ṍ			rorom	pato	SK nonṍ
6385	§293	Kapanawa	Kp	pato	1		nonón		n o n ó n			rorom	pato	Kp nonón
6387	§293	Chákobo	Ch	pato	1		noˈnoma		n o ˈn o m a			rorom	pato	Ch noˈnoma, noˈno ‘pato’ (ZINGG;; 1998), nonóma
6388	§293	Chákobo	Ch	pato			noˈno		n o ˈn o		Zingg1998	rorom	pato	Ch noˈnoma, noˈno ‘pato’ (ZINGG;; 1998), nonóma
6389	§293	Chákobo	Ch	pato	1		nonóma		n o n ó m a			rorom	pato	Ch noˈnoma, noˈno ‘pato’ (ZINGG;; 1998), nonóma
6390	§293	Kaxararí	Kax	pato	1		luluˈma		l u l u ˈm a			rorom	pato	Kax luluˈma
6392	§293	Chanináwa	Chan	pato	1		nono		n o n o			rorom	pato	Chan nono
6393	§293	Sharanáwa	Shar	pato	1		nonon		n o n o n			rorom	pato	Shar nonon, nonoman
6394	§293	Sharanáwa	Shar	pato	1		nonoman		n o n o m a n			rorom	pato	Shar nonon, nonoman
6395	§293	Shanenáwa	Shan	pato	1		nunun		n u n u n			rorom	pato	Shan nunun
6396	§293	Katukina	Kat	pato	1		nunun		n u n u n			rorom	pato	Kat nunun
6397	§293	Poyanáwa	Poy	pato	1		nu᷈nu᷈		n u᷈ n u᷈			rorom	pato	Poy nu᷈nu᷈
6398	§293	Amawáka	A	pato	1		nõnõ I		nõnõ I			rorom	pato	A nõnõ I
6399	§293	Kaxinawá	Kn	pato	1		nunu		n u n u			rorom	pato	Kn nunu
6400	§293	Marináwa	M	pato	1		nṍnṍ		n ṍ n ṍ			rorom	pato	M nṍnṍ
6401	§293	Yawanawá	Yaw	pato	1		nunun		n u n u n			rorom	pato	Yaw nunun
6405	§294	Proto-Panoan	Proto	canoa		0	[n]õti		[ n ] õ t i		Oliveira2014	[n]õti	canoa	*[n]õti ‘canoa’ :
6406	§294	Kakataibo	Ksh	canoa	1		nõti		n õ t i			[n]õti	canoa	Ksh nõti
6407	§294	ShipiboKonibo	SK	canoa	1		nõti		n õ t i			[n]õti	canoa	SK nõti
6408	§294	Kapanawa	Kp	canoa	1		nonti		n o n t i			[n]õti	canoa	Kp nonti
6410	§294	Chákobo	Ch	canoa	1		notí		n o t í			[n]õti	canoa	Ch notí
6416	§294	Katukina	Kat	canoa	1		nunti		n u n t i			[n]õti	canoa	Kat nunti
6419	§294	Amawáka	A	canoa	1		nõti I		nõti I			[n]õti	canoa	A nõti I
6420	§294	Marináwa	M	canoa	1		noti		n o t i			[n]õti	canoa	M noti
6422	§294	Korúbo	Ko	canoa			nunte		n u n t e			[n]õti	canoa	Ko nunte ‘canoa’
6423	§294	Matís	Mt	canoa			nunte		n u n t e			[n]õti	canoa	Mt nunte ‘canoa’
6424	§294	Mayorúna	My	canoa grande usada para hacer canoas provisionales, canoa provisional			nunte		n u n t e			[n]õti	canoa	My nunte ‘canoa grande usada para hacer canoas provisionales;;  canoa provisional’
6425	§295	Proto-Panoan	Proto	voar		0	[n]o[ya]-		[ n ] o [ ya ]		Oliveira2014	[n]o[ya]-	voar	*[n]o[ya]- ‘voar’ :
6426	§295	Kakataibo	Ksh	voar	1		noã́		n oã́			[n]o[ya]-	voar	Ksh noã́
6427	§295	ShipiboKonibo	SK	voar	1		noya-		n oya			[n]o[ya]-	voar	SK noya-
6428	§295	Kapanawa	Kp	voar	1		noya-		n oya			[n]o[ya]-	voar	Kp noya-
6429	§295	Marúbo	Mar	voar	1		ˈnuya		ˈn uya			[n]o[ya]-	voar	Mar ˈnuya
6430	§295	Chákobo	Ch	voar	1		noya-		n oya			[n]o[ya]-	voar	Ch noya-
6432	§295	Yamináwa	Yam	voar			yoya 		yoya 		Faust2002	[n]o[ya]-	voar	Yam yoya (FAUST; LOOS;; 2002)
6434	§295	Sharanáwa	Shar	voar	1		noyai		n oyai			[n]o[ya]-	voar	Shar noyai, noyaa
6435	§295	Sharanáwa	Shar	voar	1		noyaa		n oyaa			[n]o[ya]-	voar	Shar noyai, noyaa
6436	§295	Shanenáwa	Shan	voar	1		nuya		n uya			[n]o[ya]-	voar	Shan nuya
6440	§295	Kaxinawá	Kn	voar	1		nuya-		n uya			[n]o[ya]-	voar	Kn nuya-
6441	§295	Marináwa	M	voar	1		noya-		n oya			[n]o[ya]-	voar	M noya-
6442	§295	Yawanawá	Yaw	voar	1		nuia		n uia			[n]o[ya]-	voar	Yaw nuia
6446	§296	Proto-Panoan	Proto	vir, chegar		0	ho-		h o		Oliveira2014	ho-	vir,  chegar	*ho- ‘vir;;  chegar’ :
6447	§296	Kakataibo	Ksh	vir, chegar	1		o-		o			ho-	vir,  chegar	Ksh o-
6448	§296	ShipiboKonibo	SK	vir, chegar	1		ho-		h o			ho-	vir,  chegar	SK ho-
6449	§296	Kapanawa	Kp	vir, chegar	1		ho-		h o			ho-	vir,  chegar	Kp ho-
6450	§296	Marúbo	Mar	vir, chegar			ūă 		ūă 		Costa1992	ho-	vir,  chegar	Mar ūă (COSTA;; 1992)
6451	§296	Chákobo	Ch	vir, chegar	1		ho-		h o			ho-	vir,  chegar	Ch ho-
6452	§296	Kaxararí	Kax	vir, chegar			hu- 		hu- 		Valenzuela2012	ho-	vir,  chegar	Kax hu- (VALENZUELA; OLIVEIRA;; 2012)
6453	§296	Yamináwa	Yam	venir			o-ki᷈		o k i᷈		Eakin2008	ho-	vir,  chegar	Yam o-ki᷈ ‘venir’ (EAKEN;; 2008)
6454	§296	Chanináwa	Chan	vir, chegar	1		oi		oi			ho-	vir,  chegar	Chan oi
6455	§296	Sharanáwa	Shar	vir, chegar	1		oi		oi			ho-	vir,  chegar	Shar oi, oa
6456	§296	Sharanáwa	Shar	vir, chegar	1		oa		oa			ho-	vir,  chegar	Shar oi, oa
6457	§296	Shanenáwa	Shan	vir, chegar			u-		u			ho-	vir,  chegar	Shan u- ‘vir;;  chegar’
6458	§296	Katukina	Kat	chegar			hu-ai		h u ai			ho-	vir,  chegar	Kat hu-ai ‘chegar’
6460	§296	Amawáka	A	vir, chegar	1		ho-		h o			ho-	vir,  chegar	A ho-
6461	§296	Kaxinawá	Kn	vir, chegar	1		hu-		h u			ho-	vir,  chegar	Kn hu-
6462	§296	Marináwa	M	vir, chegar	1		ó-		ó			ho-	vir,  chegar	M ó-
6463	§296	Yawanawá	Yaw	vir			u-		u			ho-	vir,  chegar	Yaw u- ‘vir’
6464	§296	Korúbo	Ko	vir			tʃo	1	** t ʃ o			ho-	vir,  chegar	Ko **tʃo ‘vir’
6465	§296	Matís	Mt	vir			tʃo	1	** t ʃ o			ho-	vir,  chegar	Mt **tʃo ‘vir’
6466	§296	Mayorúna	My	venir			tʃo	1	** t ʃ o			ho-	vir,  chegar	My **tʃo ‘venir’
6467	§297	Proto-Panoan	Proto	flor		0	hoa		h oa		Oliveira2014	hoa	flor	*hoa ‘flor’ :
6468	§297	Kakataibo	Ksh	flor	1		oa		oa			hoa	flor	Ksh oa
6469	§297	ShipiboKonibo	SK	flor	1		hoa		h oa			hoa	flor	SK hoa
6470	§297	Kapanawa	Kp	flor	1		hoa		h oa			hoa	flor	Kp hoa
6471	§297	Marúbo	Mar	flor			ˈvimi ˈua 		ˈvimi ˈua 		Anonby2010	hoa	flor	Mar ˈvimi ˈua (ANONBY; HOLBROOK;; 2010), owa (CESARINO;; 2008)
6472	§297	Marúbo	Mar	flor			owa 		owa 		Cesarino2008	hoa	flor	Mar ˈvimi ˈua (ANONBY; HOLBROOK;; 2010), owa (CESARINO;; 2008)
6473	§297	Chákobo	Ch	flor			hoa		h oa		Loos1998	hoa	flor	Ch hoa ‘flor’ (LOOS; LOOS;; 1998), niʔi hoa
6474	§297	Chákobo	Ch	flor	1		niʔi hoa		niʔi hoa			hoa	flor	Ch hoa ‘flor’ (LOOS; LOOS;; 1998), niʔi hoa
6475	§297	Kaxararí	Kax	flor			hihuˈwa [ɦiɦuˈwa] 		hihuˈwa [ɦiɦuˈwa] 		Lanes2005	hoa	flor	Kax hihuˈwa [ɦiɦuˈwa] (LANES;; 2005)
6477	§297	Chanináwa	Chan	flor	1		oa		oa			hoa	flor	Chan oa
6478	§297	Sharanáwa	Shar	flor	1		oa		oa			hoa	flor	Shar oa, oan
6479	§297	Sharanáwa	Shar	flor	1		oan		oa n			hoa	flor	Shar oa, oan
6481	§297	Katukina	Kat	flor			hua [huˈaʔ] 		hua [huˈaʔ] 		Barros1987	hoa	flor	Kat hua [huˈaʔ] (BARROS;; 1987)
6483	§297	Amawáka	A	flor	1		howa I		howa I			hoa	flor	A howa I
6484	§297	Kaxinawá	Kn	flor	1		hua		h ua			hoa	flor	Kn hua
6485	§297	Marináwa	M	flor	1		oa		oa			hoa	flor	M oa
6486	§297	Yawanawá	Yaw	flor	1		ua		ua			hoa	flor	Yaw ua
6490	§298	Proto-Panoan	Proto	garra, unha		0	hõtsis		h õ t s i s		Oliveira2014	hõtsis	garra,  unha	*hõtsis ‘garra;;  unha’ :
6491	§298	Kakataibo	Ksh	uña, garra, casco			ʔõtsís		ʔ õ t s í s			hõtsis	garra,  unha	Ksh ʔõtsís ‘uña;; garra;; casco’
6495	§298	Chákobo	Ch	garra, unha	1		ˈhotsisi		ˈh o t s i s i			hõtsis	garra,  unha	Ch ˈhotsisi, ˈhotsis (ZINGG;; 1998)
6496	§298	Chákobo	Ch	garra, unha			ˈhotsis 		ˈhotsis 		Zingg1998	hõtsis	garra,  unha	Ch ˈhotsisi, ˈhotsis (ZINGG;; 1998)
6498	§298	Yamináwa	Yam	garra, unha	1		otsis		o t s i s			hõtsis	garra,  unha	Yam otsis, otsisi ‘uña del dedo del pie’
6499	§298	Yamináwa	Yam	uña del dedo del pie			otsisi		o t s i s i			hõtsis	garra,  unha	Yam otsis, otsisi ‘uña del dedo del pie’
6500	§298	Chanináwa	Chan	garra, unha	1		otsis		o t s i s			hõtsis	garra,  unha	Chan otsis
6501	§298	Sharanáwa	Shar	garra, unha	1		otsisi		o t s i s i			hõtsis	garra,  unha	Shar otsisi, otsisin ‘uña del dedo del pie’
6502	§298	Sharanáwa	Shar	uña del dedo del pie			otsisin		o t s i s i n			hõtsis	garra,  unha	Shar otsisi, otsisin ‘uña del dedo del pie’
6506	§298	Amawáka	A	uña del dedo del pie			hõtsis I		hõtsis I			hõtsis	garra,  unha	A hõtsis I ‘uña del dedo del pie’
6507	§298	Kaxinawá	Kn	uña del dedo del pier, garra			hutsis		h u t s i s			hõtsis	garra,  unha	Kn hutsis ‘uña del dedo del pier;; garra’
6508	§298	Marináwa	M	garra, unha	1		ótsisi		ó t s i s i			hõtsis	garra,  unha	M ótsisi
6509	§298	Yawanawá	Yaw	unha do pé			utsisi [utsiˈsi]		utsisi [utsiˈsi]		Cabral2009	hõtsis	garra,  unha	Yaw utsisi [utsiˈsi] ‘unha do pé’ (CABRAL; OLIVEIRA;; 2012)
6513	§299	Proto-Panoan	Proto	fala, voz, palavra		0	hoi		h oi		Oliveira2014	hoi	fala, voz,  palavra	*hoi ‘fala;; voz;;  palavra’ :
6515	§299	ShipiboKonibo	SK	mensaje, expresión, palabra			hoi		h oi			hoi	fala, voz,  palavra	SK hoi ‘mensaje;; expresión;; palabra’
6516	§299	Kapanawa	Kp	habla, voz, palabra			hoi		h oi			hoi	fala, voz,  palavra	Kp hoi ‘habla;; voz;; palabra’
6518	§299	Chákobo	Ch	fala, voz, palavra	1		hoy		h oy			hoi	fala, voz,  palavra	Ch hoy
6519	§299	Kaxararí	Kax	dizer, falar			huya-ˈhi [ɦɯjaˈɦi]		huya-ˈhi [ɦɯjaˈɦi]		Lanes2005	hoi	fala, voz,  palavra	Kax huya-ˈhi [ɦɯjaˈɦi] ‘dizer;; falar’ (LANES;; 2005)
6522	§299	Sharanáwa	Shar	fala, voz, palavra	1		oi		oi			hoi	fala, voz,  palavra	Shar oi, oin ‘voz’
6523	§299	Sharanáwa	Shar	voz			oin		oi n			hoi	fala, voz,  palavra	Shar oi, oin ‘voz’
6527	§299	Amawáka	A	palabra, habla			howi		h o w i			hoi	fala, voz,  palavra	A howi ‘palabra;; habla’
6528	§299	Kaxinawá	Kn	fala, voz, palavra	1		hui		h ui			hoi	fala, voz,  palavra	Kn hui
6534	§300	Proto-Panoan	Proto	respirar		0	hoinɸ		h oi n ɸ		Oliveira2014	hoinɸ	respirar	*hoinɸ‘respirar’ :
