# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT IN SOURCE	TOKENS	FORM	VARIANTS	COMMENT	SOURCE	COGID	UNCERTAIN COGNACY	PROTOSET	ENTRY IN SOURCE	ALIGNMENT
1501	Kapanawa	pluralizer		β o	-βo				512		§95	Kp -βo	β o
1502	Marubo	pluralizer		β o	-βo			Kennell1978	512		§95	Mar -βo ‘genérico;;  plural’ (KENNELL;; 1978)	β o
1503	Chakobo	pluralizer		β o	βo			Zingg1998	512		§95	Ch βo ‘plural del sustantivo’ (ZINGG;; 1998)	β o
1504	Yaminawa	pluralizer		ɸ o	ɸo			Faust2002	512		§95	Yam ɸo ‘plural;; varios;;  sujeto plural’ (FAUST; LOOS;; 2002)	ɸ o
1505	Sharanawa	pluralizer		ɸ o	-ɸo				512		§95	Shar -ɸo ‘pluralizador del sujeto de un verbo intransitive;;  plural de verbo intransitivo’	ɸ o
1506	Shanenawa	pluralizer		h u	-hu				512		§95	Shan -hu ‘seres humanos indefinidos;; plural’	h u
1507	Katukina	pluralizer		β u	βu				512		§95	Kat βu ‘plural’	β u
1508	Amawaka	pluralizer		w o	-wo				512		§95	A -wo	w o
1509	Kaxinawa	pluralizer		b u	-bu			Montag2008	512		§95	Kn -bu ‘plural’ (MONTAG;; 2008)	b u
1510	Marinawa	pluralizer		ɸ o	-ɸo				512		§95	M -ɸo	ɸ o
1511	Yawanawa	pluralizer		h u	-_hu				512		§95	Yaw - hu ‘plural’	h u
1512	Korubo	pluralizer		β o	-βo				512		§95	Ko -βo ‘plural’	β o
1513	Matis	pluralizer		b o	-bo				512		§95	Mt -bo ‘morfema coletivizador’	b o
1514	Mayoruna	pluralizer		b o	-bo				512		§95	My -bo ‘plural (varios o muchos)’	b o
#
3629	Proto-Panoan	poison, bitter		m o k a	moka			Oliveira2014	170		§249	*moka ‘veneno;;  amargo’ :	m o k a
3630	Kakataibo	poison, bitter		m o k a	moka				170		§249	Ksh moka ‘veneno;;  amargo’	m o k a
3631	ShipiboKonibo	poison, bitter		m o k a	moka				170		§249	SK moka ‘venenoso;; amargo;; filudo;; desagradable (por ejemplo;; el calor solar;; bebida demasiado fermentada;; aguijón de pez raya;; abeja;; escorpión;; mordedura de culebra)’	m o k a
3632	Kapanawa	poison, bitter		m o k a	moka				170		§249	Kp moka	m o k a
3633	Marubo	poison, bitter		m o k a	moka			Cesarino2008	170		§249	Mar moka ‘amargo’ (CESARINO;; 2008)	m o k a
3634	Chakobo	poison, bitter		m o k a	moka				170		§249	Ch moka	m o k a
3635	Chaninawa	poison, bitter		b o k a	boka				170		§249	Chan boka ‘amargo’	b o k a
3636	Sharanawa	poison, bitter		m o k a	moka				170		§249	Shar moka	m o k a
3637	Amawaka	poison, bitter		m o k a	moka_I				170		§249	A moka I ‘amargo’	m o k a
3638	Kaxinawa	poison, bitter		m u k a	muka				170		§249	Kn muka ‘clase de árbol (amargo;; no comestible);; maldición por hechicería o fetiche’	m u k a
3639	Marinawa	poison, bitter		m o k a	moka				170		§249	M moka ‘ácido’	m o k a
#
1776	Proto-Panoan	poke, pierce, inject, drill		tʃ a ʔ tʃ i	tʃaʔtʃi-			Oliveira2014	21		§117	*tʃaʔtʃi- ‘picar;; dar agulhada;; ferrar;; injetar;; furar’ :	tʃ a ʔ tʃ - - i - - - -
1777	Kakataibo	poke, pierce, inject, drill		tʃ a tʃ i	tʃatʃi				21		§117	Ksh tʃatʃi	tʃ a - tʃ - - i - - - -
1778	ShipiboKonibo	poke, pierce, inject, drill		tʃ a tʃ i	tʃatʃi-				21		§117	SK tʃatʃi-	tʃ a - tʃ - - i - - - -
1779	Kapanawa	poke, pierce, inject, drill		tʃ a ʔ tʃ i	tʃaʔtʃi-				21		§117	Kp tʃaʔtʃi-	tʃ a ʔ tʃ - - i - - - -
1780	Yaminawa	poke, pierce, inject, drill		tʃ a tʃ i k ĩ	tʃatʃikĩ			Eakin2008	21		§117	Yam tʃatʃikĩ ‘picar;; morder;; vacunar’ (EAKEN;; 2008)	tʃ a - tʃ i k ĩ - - - -
1781	Chaninawa	poke, pierce, inject, drill		tʃ a tʃ i + t i	tʃatʃi-ti				21		§117	Chan tʃatʃi-ti ‘lanza’	tʃ a - tʃ - - i - + t i
1782	Sharanawa	poke, pierce, inject, drill		tʃ a tʃ i	tʃatʃi				21		§117	Shar tʃatʃi, tʃatʃia ‘punzar;; apunhalar;; inyectar;; picar (un insecto)’, tʃatʃiti ‘jeringa’	tʃ a - tʃ - - i - - - -
1783	Sharanawa	poke, pierce, inject, drill		tʃ a tʃ i a	tʃatʃia				21		§117	Shar tʃatʃi, tʃatʃia ‘punzar;; apunhalar;; inyectar;; picar (un insecto)’, tʃatʃiti ‘jeringa’	tʃ a - tʃ - - i a - - -
1784	Sharanawa	poke, pierce, inject, drill		tʃ a tʃ i t i	tʃatʃiti				21		§117	Shar tʃatʃi, tʃatʃia ‘punzar;; apunhalar;; inyectar;; picar (un insecto)’, tʃatʃiti ‘jeringa’	tʃ a - tʃ i t i - - - -
1785	Shanenawa	poke, pierce, inject, drill		tʃ a tʃ i	tʃatʃi				21		§117	Shan tʃatʃi ‘furar’	tʃ a - tʃ - - i - - - -
1786	Amawaka	poke, pierce, inject, drill		tʃ a tʃ i	tʃatʃi-_I				21		§117	A tʃatʃi- I	tʃ a - tʃ - - i - - - -
1787	Kaxinawa	poke, pierce, inject, drill		tʃ a tʃ i	tʃatʃi-				21		§117	Kn tʃatʃi-	tʃ a - tʃ - - i - - - -
1788	Marinawa	poke, pierce, inject, drill		tʃ á/a tʃ í/i	tʃátʃí-				21		§117	M tʃátʃí-	tʃ á/a - tʃ - - í/i - - - -
1789	Korubo	poke, pierce, inject, drill		tʃ o t k a i	tʃotkai				21	1	§117	Ko **tʃotkai ‘arpoar’	tʃ o - t - k a i - - -
4121	Poyanawa	poke, pierce, inject, drill		d u	du				209		§284	Poy du ‘furar’	- d u -
#
2917	Proto-Panoan	pus		k o	ko			Oliveira2014	110		§196	*ko ‘pus’ :	k o - -
2918	Kakataibo	pus		k o o	koo				110		§196	Ksh koo, **ku ‘pus’ (SHELL;; 1987)	k o o -
2919	Kakataibo	pus		k u	ku			Shell1987	110	1	§196	Ksh koo, **ku ‘pus’ (SHELL;; 1987)	k u - -
2920	ShipiboKonibo	pus		k o ó/o	koó				110		§196	SK koó ‘pus’	k o ó/o -
2921	Kapanawa	pus		k o o	koo				110		§196	Kp koo ‘pus;;  savia’	k o o -
2922	Marubo	pus		k o	ko			Cesarino2008	110		§196	Mar ko (CESARINO;; 2008)	k o - -
2923	Chakobo	pus		k o o	koo				110		§196	Ch koo	k o o -
2924	Sharanawa	pus		k o o	koo				110		§196	Shar koo, koon ‘pus;;  materia’	k o o -
2925	Sharanawa	pus		k o o n	koon				110		§196	Shar koo, koon ‘pus;;  materia’	k o o n
2926	Amawaka	pus		k o ó/o	koó_I				110		§196	A koó I	k o ó/o -
2927	Kaxinawa	pus		k u	ku				110		§196	Kn ku	k u - -
2928	Marinawa	pus		k o	ko				110		§196	M ko ‘pus’	k o - -
2929	Korubo	pus		k u	ku				110		§196	Ko ku ‘pus’	k u - -
2930	Matis	pus		k u	ku				110		§196	Mt ku ‘pus’	k u - -
2931	Mayoruna	pus		k u	ku				110		§196	My ku ‘pus’	k u - -
#
533	Proto-Panoan	rain		ʔ o i	ʔoi			Oliveira2014	248		§32	*ʔoi ‘chuva’	ʔ o - i - - - -
534	Kakataibo	rain		ɨ β e	ɨβe				248		§32	Ksh ɨβe, uβe (SHELL;; 1987), **ʔoe	- ɨ β e - - - -
535	Kakataibo	rain		u β e	uβe			Shell1987	248		§32	Ksh ɨβe, uβe (SHELL;; 1987), **ʔoe	- u β e - - - -
536	Kakataibo	rain		ʔ o e	ʔoe				248	1	§32	Ksh ɨβe, uβe (SHELL;; 1987), **ʔoe	ʔ o - e - - - -
537	ShipiboKonibo	rain		ʔ o i	ʔoi				248		§32	SK ʔoi	ʔ o - i - - - -
538	Kapanawa	rain		ʔ o i	ʔoi				248		§32	Kp ʔoi	ʔ o - i - - - -
539	Marubo	rain		o i	oi			Cesarino2008	248		§32	Mar oi (CESARINO;; 2008)	- o - i - - - -
540	Chakobo	rain		ʔ o i	ʔoˈi			Zingg1998	248		§32	Ch ʔoˈi ‘lluvia’ (ZINGG;; 1998), oi ‘lluvia’	ʔ o - i - - - -
541	Chakobo	rain		o i	oi				248		§32	Ch ʔoˈi ‘lluvia’ (ZINGG;; 1998), oi ‘lluvia’	- o - i - - - -
542	Kaxarari	rain		u w a + h i	uwa-ˈhi			Valenzuela2012	248		§32	Kax uwa-ˈhi (VALENZUELA; OLIVEIRA;; 2012)	- u w a - + h i
543	Yaminawa	rain		o i	oi			Faust2002	248		§32	Yam oi (FAUST; LOOS;; 2002)	- o - i - - - -
544	Chaninawa	rain		o i	oi				248		§32	Chan oi	- o - i - - - -
545	Sharanawa	rain		o i	oi				248		§32	Shar oi, oin	- o - i - - - -
546	Sharanawa	rain		o i n	oin				248		§32	Shar oi, oin	- o - i n - - -
547	Shanenawa	rain		u i	ui				248		§32	Shan ui	- u - i - - - -
548	Katukina	rain		u i	ui				248		§32	Kat ui	- u - i - - - -
549	Poyanawa	rain		u j	uy				248		§32	Poy uy	- u - - j - - -
550	Amawaka	rain		ʔ o w i	ʔoˈwi			Hyde1980	248		§32	A ʔoˈwi ‘lluvia’ (HYDE;; 1980), owí I	ʔ o w i - - - -
551	Amawaka	rain		o w í/i	owí_I				248		§32	A ʔoˈwi ‘lluvia’ (HYDE;; 1980), owí I	- o w í/i - - - -
552	Kaxinawa	rain		u i	ui				248		§32	Kn ui	- u - i - - - -
553	Marinawa	rain		o i	oi				248		§32	M oi	- o - i - - - -
554	Matis	rain		w e	we				248		§32	Mt we	- - w e - - - -
555	Mayoruna	rain		w é/e	wé				248		§32	My ue [wé]	- - w é/e - - - -
#
3878	Proto-Panoan	rainbow		n|r/n a w a + β a ʔ i	[n]awa_βaʔi			Oliveira2014	189		§266	*[n]awa βaʔi ‘arco íris’ :	n|r/n a w - - - a + β a ʔ i
3879	Kakataibo	rainbow		n ɔ ɔ β a i	nɔɔβai				189		§266	Ksh nɔɔβai, nɔɔ́́βai	n ɔ - ɔ β a i - - - - -
3880	Kakataibo	rainbow		n ɔ ɔ́/ɔ β a i	nɔɔ́́βai				189		§266	Ksh nɔɔβai, nɔɔ́́βai	n ɔ - ɔ́/ɔ β a i - - - - -
3881	ShipiboKonibo	rainbow		n a w á/a + β a i	nawá_βai				189		§266	SK nawá βai ‘arco iris’	n a w - - - á/a + β a - i
3882	Kapanawa	rainbow		n a w a + β a ʔ i	nawa_βaʔi				189		§266	Kp nawa βaʔi	n a w - - - a + β a ʔ i
3883	Marubo	rainbow		n a w ã v a i	naˈwãvai			Anonby2010	189		§266	Mar naˈwãvai (ANONBY; HOLBROOK;; 2010)	n a w ã v a i - - - - -
3884	Chakobo	rainbow		n a w a + β a ʔ i	nawa_βaʔi			Zingg1998	189		§266	Ch nawa βaʔi (ZINGG;; 1998)	n a w - - - a + β a ʔ i
3885	Chaninawa	rainbow		n a w a + ɸ a i	nawa_ɸai				189		§266	Chan nawa ɸai	n a w - - - a + ɸ a - i
3886	Sharanawa	rainbow		n a w a n + ɸ a i	nawan_ɸai				189		§266	Shar nawan ɸai	n a w a n - - + ɸ a - i
3887	Amawaka	rainbow		n a a + w a ʔ i	naa_waʔi		II		189		§266	A naa waʔi II	n a - - - - a + w a ʔ i
3888	Kaxinawa	rainbow		n a w a + b a i	nawa_bai				189		§266	Kn nawa bai	n a w - - - a + b a - i
3889	Marinawa	rainbow		n ã́/ã w a + ɸ a i	nã́wa_ɸai				189		§266	M nã́wa ɸai ‘arco iris’	n ã́/ã w - - - a + ɸ a - i
3890	Matis	rainbow		n a w a + b a i	nawa_bai		nawa <<não índio>>, bai <<caminho>>		189		§266	Mt nawa bai (nawa <<não índio>>;; bai <<caminho>>)	n a w - - - a + b a - i
#
3125	Proto-Panoan	rat		m a k a	maka			Oliveira2014	128		§210	*maka ‘rato’ :	m a k a - - - - - -
3126	Kakataibo	rat		m a k ṍ	makṍ				128		§210	Ksh makṍ ‘rata;;  ratón’	m a k ṍ - - - - - -
3127	ShipiboKonibo	rat		m a k a + ʂ o j a	maka_ʂoya				128		§210	SK maka ʂoya ‘rata del bosque’	m a k a + ʂ o j a -
3128	Kapanawa	rat		m a k a	maka				128		§210	Kp maka	m a k a - - - - - -
3129	Marubo	rat		m a k a	ˈmaka			Anonby2010	128		§210	Mar ˈmaka (ANONBY; HOLBROOK;; 2010)	m a k a - - - - - -
3130	Shanenawa	rat		m a k a	maka				128		§210	Shan maka ‘rato’	m a k a - - - - - -
3131	Katukina	rat		m a k a	maka				128		§210	Kat maka ‘rato’	m a k a - - - - - -
3132	Poyanawa	rat		b a k a	baka				128		§210	Poy baka	b a k a - - - - - -
3133	Amawaka	rat		m a k a	maka_I				128		§210	A maka I	m a k a - - - - - -
3134	Kaxinawa	rat		m a k a	maka				128		§210	Kn maka ‘ratón’	m a k a - - - - - -
3135	Marinawa	rat		m a k a	maka				128		§210	M maka	m a k a - - - - - -
3136	Mayoruna	rat		m a k a + t a n u n	maˈka_taˈnun				128		§210	My maka tanu [maˈka taˈnun] ‘rata que los matsés comen’	m a k a + t a n u n
3151	Kakataibo	rat		m a k ɨ n	makɨn			Shell1987	130	1	§212	Ksh makɨ, **makɨn ‘ratón’ (SHELL;; 1987)	m a k ɨ n
6270	Proto-Panoan	rat		ʂ o j a	ʂoya			Oliveira2014	376		§435	*ʂoya ‘rato’ :	ʂ o j - - a
6271	Kakataibo	rat		ʂ o ɲ ɔ ɔ	ʂoñɔɔ				376		§435	Ksh ʂoñɔɔ ‘conejo’, ʂuya ‘rata’	ʂ o ɲ ɔ - ɔ
6272	Kakataibo	rat		ʂ u j a	ʂuya				376		§435	Ksh ʂoñɔɔ ‘conejo’, ʂuya ‘rata’	ʂ u j - - a
6273	ShipiboKonibo	rat		ʂ o j a	ʂoya				376		§435	SK ʂoya	ʂ o j - - a
6274	Kapanawa	rat		ʂ o j a	ʂoya				376		§435	Kp ʂoya ‘rata;;  ratón’	ʂ o j - - a
6275	Chakobo	rat		ʂ ɨ j a p i	ʂɨyapi				376		§435	Ch ʂɨyapi ‘cachorro pequeño’, ˈʂoya ‘ratón’ (ZINGG;; 1998), ʂɨya, ʂoya	ʂ ɨ j a p i
6276	Chakobo	rat		ʂ o j a	ˈʂoya			Zingg1998	376		§435	Ch ʂɨyapi ‘cachorro pequeño’, ˈʂoya ‘ratón’ (ZINGG;; 1998), ʂɨya, ʂoya	ʂ o j - - a
6277	Chakobo	rat		ʂ ɨ j a	ʂɨya				376		§435	Ch ʂɨyapi ‘cachorro pequeño’, ˈʂoya ‘ratón’ (ZINGG;; 1998), ʂɨya, ʂoya	ʂ ɨ j - - a
6278	Chakobo	rat		ʂ o j a	ʂoya				376		§435	Ch ʂɨyapi ‘cachorro pequeño’, ˈʂoya ‘ratón’ (ZINGG;; 1998), ʂɨya, ʂoya	ʂ o j - - a
6279	Kaxarari	rat		ʃ u j ã	ʃujã			SOUSA2004	376		§435	Kax ʃuyã [ʃujã] (SOUSA;; 2004)	ʃ u j - - ã
6280	Yaminawa	rat		ʂ o j a	ʂoya			Faust2002	376		§435	Yam ʂoya (FAUST; LOOS;; 2002)	ʂ o j - - a
6281	Sharanawa	rat		ʂ o j a	ʂoya				376		§435	Shar ʂoya, ʂoyã	ʂ o j - - a
6282	Sharanawa	rat		ʂ o j ã	ʂoyã				376		§435	Shar ʂoya, ʂoyã	ʂ o j - - ã
6283	Amawaka	rat		x o j a	xoya		II		376		§435	A xoya II	x o j - - a
6284	Kaxinawa	rat		ʂ u j a	ʂuya			Montag2008	376		§435	Kn ʂuya ‘ratón’ (MONTAG;; 1998)	ʂ u j - - a
6285	Matis	rat		ʂ u i a	ʂuia				376		§435	Mt ʂuia ‘rato’	ʂ u - i - a
#
4396	Proto-Panoan	red		h o ʃ i n	hoʃin			Oliveira2014	233		§305	*hoʃin ‘vermelho’ :	h o - ʃ i n - - - - - - -
4397	ShipiboKonibo	red		h o ʃ i	hoʃi				233		§305	SK hoʃi	h o - ʃ i - - - - - - - -
4398	Kapanawa	red		h o ʃ i n	hoʃin				233		§305	Kp hoʃin, hoʃini ‘rojo’ (LOOS; LOOS;; 1998), hoʃini ‘rojo’	h o - ʃ i n - - - - - - -
4399	Kapanawa	red		h o ʃ i n i	hoʃini			Loos1998	233		§305	Kp hoʃin, hoʃini ‘rojo’ (LOOS; LOOS;; 1998), hoʃini ‘rojo’	h o - ʃ i n i - - - - - -
4400	Kapanawa	red		h o ʃ i n i	hoʃini				233		§305	Kp hoʃin, hoʃini ‘rojo’ (LOOS; LOOS;; 1998), hoʃini ‘rojo’	h o - ʃ i n i - - - - - -
4401	Marubo	red		ũ ʃ ĩ + g a	ũˈʃĩ-ga			Anonby2010	233		§305	Mar ũˈʃĩ-ga ‘vermelho’ (ANONBY; HOLBROOK;; 2010)	- ũ - ʃ ĩ - - - + g - - a
4402	Chakobo	red		ʃ i n i	ʃini				233		§305	Ch ʃini, tʃiʃíni ‘rojo’, **ˈʃini ‘rojo’, **tʃiˈʃi, **tʃiˈʃini ‘la pluma roja o el plumón rojo de la cola de um ave’ (ZINGG;; 1998))	- - - ʃ i n - i - - - - -
4403	Chakobo	red		tʃ i ʃ í/i n i	tʃiʃíni				233		§305	Ch ʃini, tʃiʃíni ‘rojo’, **ˈʃini ‘rojo’, **tʃiˈʃi, **tʃiˈʃini ‘la pluma roja o el plumón rojo de la cola de um ave’ (ZINGG;; 1998))	tʃ i - ʃ í/i n - i - - - - -
4404	Chakobo	red		ʃ i n i	ˈʃini				233	1	§305	Ch ʃini, tʃiʃíni ‘rojo’, **ˈʃini ‘rojo’, **tʃiˈʃi, **tʃiˈʃini ‘la pluma roja o el plumón rojo de la cola de um ave’ (ZINGG;; 1998))	- - - ʃ i n - i - - - - -
4405	Chakobo	red		tʃ i ʃ i	tʃiˈʃi				233	1	§305	Ch ʃini, tʃiʃíni ‘rojo’, **ˈʃini ‘rojo’, **tʃiˈʃi, **tʃiˈʃini ‘la pluma roja o el plumón rojo de la cola de um ave’ (ZINGG;; 1998))	tʃ i - ʃ - - - i - - - - -
4406	Chakobo	red		tʃ i ʃ i n i	tʃiˈʃini			Zingg1998	233	1	§305	Ch ʃini, tʃiʃíni ‘rojo’, **ˈʃini ‘rojo’, **tʃiˈʃi, **tʃiˈʃini ‘la pluma roja o el plumón rojo de la cola de um ave’ (ZINGG;; 1998))	tʃ i - ʃ i n - i - - - - -
4407	Kaxarari	red		p ɯ ʂ ɨ	pɯˈʂɨ			Lanes2005	233		§305	Kax puˈʂɨ [pɯˈʂɨ] (LANES;; 2005)	p ɯ - ʂ ɨ - - - - - - - -
4408	Yaminawa	red		o ʃ ĩ	oʃĩ			Faust2002	233		§305	Yam oʃĩ (FAUST; LOOS;; 2002)	- o - ʃ ĩ - - - - - - - -
4409	Chaninawa	red		o ʂ i	oʂi				233		§305	Chan oʂi, oʃi nipa	- o - ʂ i - - - - - - - -
4410	Chaninawa	red		o ʃ i + n i p a	oʃi_nipa				233		§305	Chan oʂi, oʃi nipa	- o - ʃ i - - - + n i p a
4411	Sharanawa	red		o ʃ i n	oʃin				233		§305	Shar oʃin	- o - ʃ i n - - - - - - -
4412	Shanenawa	red		u ʂ i n	uʂin			Ribeiro2005	233		§305	Shan uʂin (RIBEIRO; CÂNDIDO;; 2008)	- u - ʂ i n - - - - - - -
4413	Katukina	red		õ ŋ ʒ i ʔ	õŋˈʒiʔ			Barros1987	233		§305	Kat ũʃi [õŋˈʒiʔ] (BARROS;; 1987)	- õ ŋ ʒ i ʔ - - - - - - -
4414	Amawaka	red		w i ʃ i	wiʃi_I				233		§305	A wiʃi I ‘rojo’	w i - ʃ i - - - - - - - -
4415	Kaxinawa	red		h u ʃ i	huʃi				233		§305	Kn huʃi ‘rojo;; maduro’	h u - ʃ i - - - - - - - -
4416	Marinawa	red		ó/o ʃ i	óʃi				233		§305	M óʃi	- ó/o - ʃ i - - - - - - - -
4417	Yawanawa	red		u ʃ ĩ	uʃĩ				233		§305	Yaw uʃĩ	- u - ʃ ĩ - - - - - - - -
4420	Mayoruna	red		ʃ i n	ʃin		(Ver também a etimologia 319. *pãʃini		233		§305	My ʃin ‘rojo’ (Ver também a etimologia 319. *pãʃini)	- - - ʃ i n - - - - - - -
4614	Chakobo	red		ʃ i n i	ʃini				247		§319	Ch ʃini ‘rojo;; maduro’, paʃi- ‘colorearse;;  pintonearse’ (ZINGG;; 1998)	ʃ i n - i - - - - -
#
2393	Proto-Panoan	relatives		k a n|r/n i	ka[n]i			Oliveira2014	70		§161	*ka[n]i ‘parente’ :	k a n|r/n - - - i -
2394	Kakataibo	relatives		k a i β o	kaiβo				70		§161	Ksh kaiβo	k a - i β - o -
2395	ShipiboKonibo	relatives		k a í/i b o	kaíbo				70		§161	SK kaíbo	k a - í/i b - o -
2396	Kapanawa	relatives		k a i β o	kaiβo				70		§161	Kp kaiβo	k a - i β - o -
2397	Chakobo	relatives		k a i	kai				70		§161	Ch kai ‘madre’	k a - - - - i -
2398	Sharanawa	relatives		k a i ɸ o	kaiɸo				70		§161	Shar kaiɸo, kaiɸoan ‘paisano’	k a - i ɸ - o -
2399	Sharanawa	relatives		k a i ɸ o a n	kaiɸoan				70		§161	Shar kaiɸo, kaiɸoan ‘paisano’	k a - i ɸ o a n
2400	Amawaka	relatives		k a i w o	kaiwo				70		§161	A kaiwo	k a - i w - o -
2401	Marinawa	relatives		k á/a í/i ɸ ó/o	káíɸó				70		§161	M káíɸó ‘hombre de la tribu;;  pariente’	k á/a - í/i ɸ - ó/o -
2402	Kaxinawa	relatives		k a ĩ	kaĩ				70		§161	Kn kaĩ ‘dar a luz;; nacer;; venir;;  salir (intransitivo)’	k a - - - - ĩ -
2403	Korubo	relatives		k a n i w a	kaniwa				70		§161	Ko kaniwa ‘cunhado’	k a n i w - a -
2404	Matis	relatives		k a n i w a	kaniwa				70		§161	Mt kaniwa ‘cuñado’	k a n i w - a -
2405	Mayoruna	relatives		k a n i	kaˈni				70		§161	My kani [kaˈni] ‘abuelo del esposo’, kaniua [kaˈniwa] ‘primo cruzado menor de hombre’	k a n - - - i -
2406	Mayoruna	relatives		k a n i w a	kaˈniwa				70		§161	My kani [kaˈni] ‘abuelo del esposo’, kaniua [kaˈniwa] ‘primo cruzado menor de hombre’	k a n i w - a -
#
3536	Proto-Panoan	right hand		m ɨ k ɨ r ɨ + kʷ a j a	mɨkɨrɨ_kwaya			Oliveira2014	161		§240	*mɨkɨrɨ kwaya ‘mão direita’ :	m ɨ - - k ɨ r - - ɨ + - - kʷ a j a
3537	Kakataibo	right hand		m ɨ k ɨ kʷ e + o + m ɨ kʷ e	mɨkɨkwe_o_mɨkwe				161		§240	Ksh mɨkɨkwe o mɨkwe	m ɨ - - k ɨ kʷ - - e + o + m ɨ kʷ e
3538	ShipiboKonibo	right hand		m ɨ k a j a o	mɨkayao				161		§240	SK mɨkayao	m ɨ - - k a j a - o - - - - - - -
3539	Kapanawa	right hand		m ɨ k a j a ʔ o	mɨkayaʔo				161		§240	Kp mɨkayaʔo ‘a la derecha;; a la mano derecha;; en el lado derecho’	m ɨ - - k a j a ʔ o - - - - - - -
3540	Chakobo	right hand		m ɨ n ɨ k a j a	mɨnɨkaya				161		§240	Ch mɨnɨkaya	m ɨ n ɨ k a j - - a - - - - - - -
3541	Kaxinawa	right hand		k a j a t a p i a	kayatapia				161		§240	Kn kayatapia ‘derecha;; mano derecha’	k a j a t a p i - a - - - - - - -
3542	Marinawa	right hand		k á/a j a k a ɸ i	káyakaɸi				161		§240	M káyakaɸi ‘derecha;; mano derecha;; correcto’	k á/a j a k a ɸ i - - - - - - - - -
#
608	Marubo	river		w a k a	ˈwaka			Costa1992	292		§36	Mar ˈwakapaʃa ‘água’, ˈwaka ‘rio’ (COSTA;; 1992), paʃa ‘fresco;;  novo’ (CESARINO;; 2008)	- - - - - w a k - - - - a
1960	Sharanawa	river		ɨ n ɨ n	ɨnɨn				37		§131	Shar ɨnɨ, ɨnɨn ‘río’	- ɨ n ɨ n - - - - -
4120	Katukina	river		n u a	nua				209		§284	Kat nua ‘rio’	n - u a
4604	Proto-Panoan	river		p a ɽ o	paɽo			Oliveira2014	246		§317	*paɽo ‘rio’ :	p a ɽ - - - - o - - - - -
4605	Kakataibo	river		p a r ṍ/õ p a p a	parṍpapa				246		§317	Ksh parṍpapa ‘río grande;;  mar’	p a r ṍ/õ p a p a - - - - -
4606	ShipiboKonibo	river		p a r o	paro				246		§317	SK paro ‘río’	p a r - - - - o - - - - -
4607	Kapanawa	river		p a r o	paro			Loos1998	246		§317	Kp paro ‘Ucayali’ (LOOS; LOOS;; 1998)	p a r - - - - o - - - - -
4608	Amawaka	river		p a r o	paro_I				246		§317	A paro I	p a r - - - - o - - - - -
4609	Matis	river		p a d u + p o ʂ o	padu_poʂo		(Rio Coari?		246	1	§317	Mt **padu poʂo ‘Choari’ (Rio Coari?)	p a d - - - - u + p o ʂ o
4610	Mayoruna	river		p a ɾ u	paˈɾu				246		§317	My padu [paˈɾu] ‘río grande;; río’	p a ɾ - - - - u - - - - -
6710	Kapanawa	river		w a k a	waka			Loos1998	412		§468	Kp waka ‘río’ (LOOS; LOOS;; 1998)	w a - k a - - - - - -
6711	Marubo	river		w a k a	ˈwaka			Anonby2010	412		§468	Mar ˈwaka ‘rio’ (ANONBY; HOLBROOK;; 2010)	w a - k a - - - - - -
6712	Kaxarari	river		w a k a ʔ	waˈkaʔ			Lanes2005	412		§468	Kax waka [waˈkaʔ] ‘rio’ (LANES;; 2005)	w a - k a ʔ - - - - -
6714	Shanenawa	river		w a k a	waka				412		§468	Shan waka ‘rio’	w a - k a - - - - - -
6716	Poyanawa	river		u a k a	uaka				412		§468	Poy uaka ‘rio’	- u a k a - - - - - -
6720	Yawanawa	river		u a k a	uaka				412		§468	Yaw uaka ‘rio’	- u a k a - - - - - -
#
6008	Proto-Panoan	roof made of straw		ʂ ɨ w a	ʂɨwa-			Oliveira2014	356		§417	*ʂɨwa- ‘teto (feito de palha)’ :	- - ʂ ɨ w - - a
6009	Kakataibo	roof made of straw		ʂ ɨ ɔ	ʂɨɔ-				356		§417	Ksh ʂɨɔ-	- - ʂ ɨ - - - ɔ
6010	ShipiboKonibo	roof made of straw		ʂ ɨ w a	ʂɨwa-				356		§417	SK ʂɨwa-	- - ʂ ɨ w - - a
6011	Kapanawa	roof made of straw		ʂ ɨ w a	ʂɨwa-				356		§417	Kp ʂɨwa-	- - ʂ ɨ w - - a
6012	Chakobo	roof made of straw		ʂ ɨ w a	ʂɨwa			Zingg1998	356		§417	Ch ʂɨwa ‘techar con ojas’ (ZINGG;; 1998)	- - ʂ ɨ w - - a
6013	Sharanawa	roof made of straw		ʂ ɨ w a i	ʂɨwai				356		§417	Shar ʂɨwai, ʂɨwaa ‘tejer hamacas u hojas para techo’	- - ʂ ɨ w - a i
6014	Sharanawa	roof made of straw		ʂ ɨ w a a	ʂɨwaa				356		§417	Shar ʂɨwai, ʂɨwaa ‘tejer hamacas u hojas para techo’	- - ʂ ɨ w - a a
6015	Kaxinawa	roof made of straw		ʂ ɨ w a	ʂɨwa-				356		§417	Kn ʂɨwa- ‘tejer;;  techar con paja u hojas’	- - ʂ ɨ w - - a
