ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Morphemes,UncertainCognacy,ConceptInSource,ProtoSet,EntryInSource,GroupedSounds
Kaxarari-233_chifredeanimal-2,,Kaxarari,233_chifredeanimal,maʂaˈɦu,maʂaˈɦu,m a ʂ a ɦ u,None,Lanes2005,150,,,,m a - ʂ a ( ɦ u - - ),[],None,,§230,Kax maʂaˈhu [maʂaˈɦu] (LANES;; 2005),"['m', 'a', 'ʂ', 'a', 'ɦ', 'u']"
Amawaka-233_chifredeanimal-2,,Amawaka,233_chifredeanimal,máxo,máxo,m !á/a x o,II,Oliveira2014,150,,,,m !á/a - x o ( - - - - ),[],None,,§230,A máxo II,"['m', '!á/a', 'x', 'o']"
Kaxinawa-233_chifredeanimal-1,,Kaxinawa,233_chifredeanimal,maʂu,maʂu,m a ʂ u,None,Oliveira2014,150,,,,m a - ʂ u ( - - - - ),[],None,,§230,Kn maʂu,"['m', 'a', 'ʂ', 'u']"
Marinawa-233_chifredeanimal-1,,Marinawa,233_chifredeanimal,máʂo,máʂo,m !á/a ʂ o,None,Oliveira2014,150,,,,m !á/a - ʂ o ( - - - - ),[],None,,§230,M máʂo,"['m', '!á/a', 'ʂ', 'o']"
Yawanawa-233_chifredeanimal-2,,Yawanawa,233_chifredeanimal,manʃun,manʃun,m a n ʃ u n,None,Oliveira2014,150,,,,m a n ʃ u ( n - - - ),[],None,,§230,Yaw manʃun,"['m', 'a', 'n', 'ʃ', 'u', 'n']"
Matis-503_head-2,,Matis,503_head,maʂo,maʂo,m a ʂ o,None,Oliveira2014,150,,,,m a - ʂ o ( - - - - ),[],None,,§230,Mt maʂo ‘cabeça’,"['m', 'a', 'ʂ', 'o']"
Mayoruna-233_chifredeanimal-2,,Mayoruna,233_chifredeanimal,maˈʂukud,maˈʂukud,m a ʂ u k u d,None,Oliveira2014,150,,,,m a - ʂ u ( - k u d ),[],None,,§230,My maʂukud [maˈʂukud] ‘caspa’,"['m', 'a', 'ʂ', 'u', 'k', 'u', 'd']"
Proto-Panoan-234_golpearacabeca-1,,Proto-Panoan,234_golpearacabeca,matas,matas,m a t a s,None,Oliveira2014,151,,,,m a t a s ( - - - - - - ),[],None,,§231,*matas ‘golpear a cabeça’ :,"['m', 'a', 't', 'a', 's']"
Kakataibo-234_golpearacabeca-1,,Kakataibo,234_golpearacabeca,matás-,matás-,m a t !á/a s,None,Oliveira2014,151,,,,m a t !á/a s ( - - - - - - ),[],None,,§231,Ksh matás- ‘clavar (con martillo)’,"['m', 'a', 't', '!á/a', 's']"
ShipiboKonibo-234_golpearacabeca-1,,ShipiboKonibo,234_golpearacabeca,matás-,matás-,m a t !á/a s,None,Oliveira2014,151,,,,m a t !á/a s ( - - - - - - ),[],None,,§231,"SK matás- ‘machacar o meter (como clavo o poste en el suelo)’, tas ‘ruido al gopear’, tasa- ‘clavar juntos’","['m', 'a', 't', '!á/a', 's']"
ShipiboKonibo-234_golpearacabeca-2,,ShipiboKonibo,234_golpearacabeca,tas,tas,t a s,None,Oliveira2014,628,,,,- - t a s ( - - - - - - ),[],None,,§231,"SK matás- ‘machacar o meter (como clavo o poste en el suelo)’, tas ‘ruido al gopear’, tasa- ‘clavar juntos’","['t', 'a', 's']"
ShipiboKonibo-234_golpearacabeca-3,,ShipiboKonibo,234_golpearacabeca,tasa-,tasa-,t a s a,None,Oliveira2014,629,,,,- - t a s ( a - - - - - ),[],None,,§231,"SK matás- ‘machacar o meter (como clavo o poste en el suelo)’, tas ‘ruido al gopear’, tasa- ‘clavar juntos’","['t', 'a', 's', 'a']"
Kapanawa-234_golpearacabeca-1,,Kapanawa,234_golpearacabeca,matas-kin,matas-kin,m a t a s + k i n,None,Loos1998,151,,,,m a t a s ( + k i n - - ),[],None,,§231,Kp matas-kin ‘golpear la cabeza;;  pegar en la cabeza’ (LOOS; LOOS;; 1998),"['m', 'a', 't', 'a', 's', '+', 'k', 'i', 'n']"
Chakobo-234_golpearacabeca-1,,Chakobo,234_golpearacabeca,mataxkin,mataxkin,m a t a x k i n,None,Montag1981c,151,,,,m a t a x ( - k i n - - ),[],None,,§231,Ch mataxkin ‘golpear a otro en;;  tirar algo contra la cabeza’ (MONTAG;; 1981),"['m', 'a', 't', 'a', 'x', 'k', 'i', 'n']"
Yaminawa-234_golpearacabeca-1,,Yaminawa,234_golpearacabeca,ma-taʂ,ma-taʂ,m a t a ʂ,None,Faust2002,151,,,,m a t a ʂ ( - - - - - - ),[],None,,§231,Yam ma-taʂ ‘cabeza-golpear’ (FAUST; LOOS;; 1998),"['m', 'a', 't', 'a', 'ʂ']"
Amawaka-234_golpearacabeca-1,,Amawaka,234_golpearacabeca,matas-,matas-,m a t a s,II,Oliveira2014,151,,,,m a t a s ( - - - - - - ),[],None,,§231,A matas- II,"['m', 'a', 't', 'a', 's']"
Kaxinawa-234_golpearacabeca-1,,Kaxinawa,234_golpearacabeca,matas_ak,matas_ak,m a t a s + a k,None,Hyde1980,151,,,,m a t a s ( + - a - k - ),[],None,,§231,Kn matas ak ‘golpear dos piedras sobre la cabeza de los niños para que sean valientes y tengan corazones fuertes’ (HYDE;; 1980),"['m', 'a', 't', 'a', 's', '+', 'a', 'k']"
Korubo-234_golpearacabeca-1,,Korubo,234_golpearacabeca,matɨʃ-ante,matɨʃ-ante,m a t ɨ ʃ + a n t e,None,Oliveira2014,151,,,,m a t ɨ ʃ ( + - a n t e ),[],None,,§231,Ko matɨʃ-ante ‘tesoura’,"['m', 'a', 't', 'ɨ', 'ʃ', '+', 'a', 'n', 't', 'e']"
Mayoruna-234_golpearacabeca-1,,Mayoruna,234_golpearacabeca,maˈtas,maˈtas,m a t a s,None,Oliveira2014,151,,,,m a t a s ( - - - - - - ),[],None,,§231,My matas [maˈtas] ‘cortar cabello’,"['m', 'a', 't', 'a', 's']"
Proto-Panoan-235_morrer-1,,Proto-Panoan,235_morrer,mawa-,mawa-,m a w a,None,Oliveira2014,152,,,,m a w a,[],None,,§232,*mawa- ‘morrer’ :,"['m', 'a', 'w', 'a']"
ShipiboKonibo-235_morrer-1,,ShipiboKonibo,235_morrer,mawa-,mawa-,m a w a,None,Oliveira2014,152,,,,m a w a,[],None,,§232,SK mawa-,"['m', 'a', 'w', 'a']"
Kapanawa-235_morrer-1,,Kapanawa,235_morrer,mawa-,mawa-,m a w a,None,Oliveira2014,152,,,,m a w a,[],None,,§232,Kp mawa-,"['m', 'a', 'w', 'a']"
Kaxinawa-235_morrer-1,,Kaxinawa,235_morrer,mawa-,mawa-,m a w a,None,Oliveira2014,152,,,,m a w a,[],None,,§232,Kn mawa-,"['m', 'a', 'w', 'a']"
Proto-Panoan-236_espdeformiga-3,,Proto-Panoan,236_espdeformiga,mawis,mawis,m a w i s,None,Oliveira2014,153,,,,m a w i s ( - ),[],None,,§233,*mawis ‘esp. de formiga’ :,"['m', 'a', 'w', 'i', 's']"
Kakataibo-236_espdeformiga-3,,Kakataibo,236_espdeformiga,maís,maís,m a !í/i s,None,Oliveira2014,153,,,,m a - !í/i s ( - ),[],None,,§233,"Ksh maís, maɨ́́s","['m', 'a', '!í/i', 's']"
Kakataibo-236_espdeformiga-4,,Kakataibo,236_espdeformiga,maɨ́́s,maɨ́́s,m a !ɨ́/ɨ s,None,Oliveira2014,153,,,,m a - !ɨ́/ɨ s ( - ),[],None,,§233,"Ksh maís, maɨ́́s","['m', 'a', '!ɨ́/ɨ', 's']"
ShipiboKonibo-236_espdeformiga-2,,ShipiboKonibo,236_espdeformiga,mawís,mawís,m a w !í/i s,None,Oliveira2014,153,,,,m a w !í/i s ( - ),[],None,,§233,SK mawís,"['m', 'a', 'w', '!í/i', 's']"
Chakobo-236_espdeformiga-4,,Chakobo,236_espdeformiga,mawiso,mawiso,m a w i s o,None,Oliveira2014,153,,,,m a w i s ( o ),[],None,,§233,Ch mawiso ‘hormiga cazadora’,"['m', 'a', 'w', 'i', 's', 'o']"
Amawaka-236_espdeformiga-2,,Amawaka,236_espdeformiga,mais,mais,m a i s,II,Oliveira2014,153,,,,m a - i s ( - ),[],None,,§233,A mais II,"['m', 'a', 'i', 's']"
Kaxinawa-236_espdeformiga-3,,Kaxinawa,236_espdeformiga,mais,mais,m a i s,None,Oliveira2014,153,,,,m a - i s ( - ),[],None,,§233,Kn mais,"['m', 'a', 'i', 's']"
Marinawa-236_espdeformiga-2,,Marinawa,236_espdeformiga,máwisi,máwisi,m !á/a w i s i,None,Oliveira2014,153,,,,m !á/a w i s ( i ),[],None,,§233,M máwisi,"['m', '!á/a', 'w', 'i', 's', 'i']"
Matis-236_espdeformiga-1,,Matis,236_espdeformiga,mawes,mawes,m a w e s,None,Oliveira2014,153,,,,m a w e s ( - ),[],None,,§233,Mt mawes ‘espécie de formiga bem pequena’,"['m', 'a', 'w', 'e', 's']"
Mayoruna-236_espdeformiga-3,,Mayoruna,236_espdeformiga,maˈwes,maˈwes,m a w e s,None,Oliveira2014,153,,,,m a w e s ( - ),[],None,,§233,My maues [maˈwes],"['m', 'a', 'w', 'e', 's']"
Proto-Panoan-237_torcergirarmoveremcirculos-1,,Proto-Panoan,237_torcergirarmoveremcirculos,maya-,maya-,m a j a,None,Oliveira2014,154,,,,m a j a ( - ),[],None,,§234,"*maya- ‘torcer, girar;;  mover em círculos’ :","['m', 'a', 'j', 'a']"
Kakataibo-237_torcergirarmoveremcirculos-1,,Kakataibo,237_torcergirarmoveremcirculos,maia-,maia-,m a j a,(posiblemente prestado,Oliveira2014,154,,,,m a j a ( - ),[],None,,§234,Ksh maia- ‘ir en círculos’ (posiblemente prestado),"['m', 'a', 'j', 'a']"
ShipiboKonibo-237_torcergirarmoveremcirculos-1,,ShipiboKonibo,237_torcergirarmoveremcirculos,maya-,maya-,m a j a,None,Oliveira2014,154,,,,m a j a ( - ),[],None,,§234,SK maya-,"['m', 'a', 'j', 'a']"
Kapanawa-237_torcergirarmoveremcirculos-1,,Kapanawa,237_torcergirarmoveremcirculos,maya-,maya-,m a j a,None,Oliveira2014,154,,,,m a j a ( - ),[],None,,§234,Kp maya- ‘rotar;; voltear;; ir en círculos’,"['m', 'a', 'j', 'a']"
Sharanawa-237_torcergirarmoveremcirculos-1,,Sharanawa,237_torcergirarmoveremcirculos,mayai,mayai,m a j a i,None,Oliveira2014,154,,,,m a j a ( i ),[],None,,§234,"Shar mayai, mayaa ‘hilar;; tejer algodón’","['m', 'a', 'j', 'a', 'i']"
Sharanawa-237_torcergirarmoveremcirculos-2,,Sharanawa,237_torcergirarmoveremcirculos,mayaa,mayaa,m a j a a,None,Oliveira2014,154,,,,m a j a ( a ),[],None,,§234,"Shar mayai, mayaa ‘hilar;; tejer algodón’","['m', 'a', 'j', 'a', 'a']"
Amawaka-237_torcergirarmoveremcirculos-1,,Amawaka,237_torcergirarmoveremcirculos,maya-_I,maya-_I,m a j a,None,Oliveira2014,154,,,,m a j a ( - ),[],None,,§234,A maya- I ‘torcer;; doblar’,"['m', 'a', 'j', 'a']"
Kaxinawa-237_torcergirarmoveremcirculos-1,,Kaxinawa,237_torcergirarmoveremcirculos,maya-,maya-,m a j a,None,Oliveira2014,154,,,,m a j a ( - ),[],None,,§234,Kn maya- ‘torcer;; voltear;; enrollar entre palmas;; trenzar’,"['m', 'a', 'j', 'a']"
Marinawa-237_torcergirarmoveremcirculos-1,,Marinawa,237_torcergirarmoveremcirculos,máyá-,máyá-,m !á/a j !á/a,None,Oliveira2014,154,,,,m !á/a j !á/a ( - ),[],None,,§234,M máyá- ‘torcer;; girar;; enrollar entre las palmas’,"['m', '!á/a', 'j', '!á/a']"
Proto-Panoan-238_tocarmexercomamaotatear-1,,Proto-Panoan,238_tocarmexercomamaotatear,mɨʔ[ɨ]-,mɨʔ[ɨ]-,m ɨ ʔ ɨ,None,Oliveira2014,155,,,,m ɨ ʔ ɨ ( - ),[],None,,§235,*mɨʔ[ɨ]- ‘tocar;; mexer com a mão;;  tatear’ :,"['m', 'ɨ', 'ʔ', 'ɨ']"
Kakataibo-238_tocarmexercomamaotatear-1,,Kakataibo,238_tocarmexercomamaotatear,mɨɨ-,mɨɨ-,m ɨ ɨ,None,Oliveira2014,155,,,,m ɨ - ɨ ( - ),[],None,,§235,Ksh mɨɨ-,"['m', 'ɨ', 'ɨ']"
ShipiboKonibo-238_tocarmexercomamaotatear-1,,ShipiboKonibo,238_tocarmexercomamaotatear,mɨɨ-,mɨɨ-,m ɨ ɨ,None,Oliveira2014,155,,,,m ɨ - ɨ ( - ),[],None,,§235,SK mɨɨ- ‘tocar con toda la mano’,"['m', 'ɨ', 'ɨ']"
Kapanawa-238_tocarmexercomamaotatear-1,,Kapanawa,238_tocarmexercomamaotatear,mɨʔɨ-,mɨʔɨ-,m ɨ ʔ ɨ,None,Oliveira2014,155,,,,m ɨ ʔ ɨ ( - ),[],None,,§235,Kp mɨʔɨ-,"['m', 'ɨ', 'ʔ', 'ɨ']"
Chakobo-238_tocarmexercomamaotatear-1,,Chakobo,238_tocarmexercomamaotatear,mamɨ-,mamɨ-,m a m ɨ,None,Oliveira2014,155,,,,m a m ɨ ( - ),[],None,,§235,Ch mamɨ- ‘palpar;;  tocar algo’,"['m', 'a', 'm', 'ɨ']"
Yaminawa-238_tocarmexercomamaotatear-1,,Yaminawa,238_tocarmexercomamaotatear,mɨ,mɨ,m ɨ,None,Oliveira2014,155,,,,m ɨ - - ( - ),[],None,,§235,"Yam mɨ, mɨɨã ‘tocar’ (FAUST; LOOS;; 2012)","['m', 'ɨ']"
Yaminawa-238_tocarmexercomamaotatear-2,,Yaminawa,238_tocarmexercomamaotatear,mɨɨã,mɨɨã,m ɨ ɨ !ã/a,None,Faust2002,155,,,,m ɨ - ɨ ( !ã/a ),[],None,,§235,"Yam mɨ, mɨɨã ‘tocar’ (FAUST; LOOS;; 2012)","['m', 'ɨ', 'ɨ', '!ã/a']"
Sharanawa-238_tocarmexercomamaotatear-1,,Sharanawa,238_tocarmexercomamaotatear,mɨi,mɨi,m ɨ i,None,Oliveira2014,155,,,,m ɨ - i ( - ),[],None,,§235,"Shar mɨi, mɨa ‘saborear;; probar;; comprobar;;  verificar’","['m', 'ɨ', 'i']"
Sharanawa-238_tocarmexercomamaotatear-2,,Sharanawa,238_tocarmexercomamaotatear,mɨa,mɨa,m ɨ a,None,Oliveira2014,155,,,,m ɨ - - ( a ),[],None,,§235,"Shar mɨi, mɨa ‘saborear;; probar;; comprobar;;  verificar’","['m', 'ɨ', 'a']"
Amawaka-238_tocarmexercomamaotatear-1,,Amawaka,238_tocarmexercomamaotatear,mɨʔɨ-,mɨʔɨ-,m ɨ ʔ ɨ,II,Oliveira2014,155,,,,m ɨ ʔ ɨ ( - ),[],None,,§235,A mɨʔɨ- II ‘golpear;; pelear;;  romper’,"['m', 'ɨ', 'ʔ', 'ɨ']"
Kaxinawa-238_tocarmexercomamaotatear-1,,Kaxinawa,238_tocarmexercomamaotatear,mɨ-,mɨ-,m ɨ,None,Oliveira2014,155,,,,m ɨ - - ( - ),[],None,,§235,Kn mɨ-,"['m', 'ɨ']"
Marinawa-238_tocarmexercomamaotatear-1,,Marinawa,238_tocarmexercomamaotatear,mɨ́́-,mɨ́́-,m !ɨ́/ɨ,None,Oliveira2014,155,,,,m !ɨ́/ɨ - - ( - ),[],None,,§235,M mɨ́́- ‘tocar;; sentir;;  probar tocando o gustando’,"['m', '!ɨ́/ɨ']"
Yawanawa-238_tocarmexercomamaotatear-1,,Yawanawa,238_tocarmexercomamaotatear,mɨ-,mɨ-,m ɨ,None,Souza2013,155,,,,m ɨ - - ( - ),[],None,,§235,Yaw mɨ- ‘mexer’ (SOUZA;; 2013),"['m', 'ɨ']"
Korubo-238_tocarmexercomamaotatear-1,,Korubo,238_tocarmexercomamaotatear,mɨk-,mɨk-,m ɨ k,None,Oliveira2014,155,,,,m ɨ k - ( - ),[],None,,§235,Ko mɨk- ‘cuidar’,"['m', 'ɨ', 'k']"
Matis-238_tocarmexercomamaotatear-1,,Matis,238_tocarmexercomamaotatear,mɨke-,mɨke-,m ɨ k e,None,Oliveira2014,155,,,,m ɨ k e ( - ),[],None,,§235,Mt mɨke- ‘cuidar;;  segurar nos braços’,"['m', 'ɨ', 'k', 'e']"
Proto-Panoan-239_molharmolhado-1,,Proto-Panoan,239_molharmolhado,mɨʔtʃa-,mɨʔtʃa-,m ɨ ʔ tʃ a,None,Oliveira2014,156,,,,m ɨ ʔ tʃ a ( - - - ),[],None,,§236,*mɨʔtʃa- ‘molhar;;  molhado’ :,"['m', 'ɨ', 'ʔ', 'tʃ', 'a']"
Kakataibo-239_molharmolhado-1,,Kakataibo,239_molharmolhado,tʃaβá-,tʃaβá-,tʃ a β !á/a,None,Oliveira2014,156,,,,- - - tʃ a ( β !á/a - ),[],None,,§236,Ksh tʃaβá- ‘estar mojado’,"['tʃ', 'a', 'β', '!á/a']"
ShipiboKonibo-239_molharmolhado-1,,ShipiboKonibo,239_molharmolhado,mɨtʃá,mɨtʃá,m ɨ tʃ !á/a,None,Oliveira2014,156,,,,m ɨ - tʃ !á/a ( - - - ),[],None,,§236,SK mɨtʃá,"['m', 'ɨ', 'tʃ', '!á/a']"
Kapanawa-239_molharmolhado-1,,Kapanawa,239_molharmolhado,mɨʔtʃa,mɨʔtʃa,m ɨ ʔ tʃ a,None,Oliveira2014,156,,,,m ɨ ʔ tʃ a ( - - - ),[],None,,§236,Kp mɨʔtʃa,"['m', 'ɨ', 'ʔ', 'tʃ', 'a']"
Marubo-239_molharmolhado-1,,Marubo,239_molharmolhado,mɨˈtʃaka,mɨˈtʃaka,m ɨ tʃ a k a,None,Costa1992,156,,,,m ɨ - tʃ a ( k a - ),[],None,,§236,Mar mɨˈtʃaka ‘molhado’ (COSTA;; 1992),"['m', 'ɨ', 'tʃ', 'a', 'k', 'a']"
Chakobo-239_molharmolhado-1,,Chakobo,239_molharmolhado,tʃaaʂ-,tʃaaʂ-,tʃ a a ʂ,None,Oliveira2014,156,,,,- - - tʃ a ( - a ʂ ),[],None,,§236,Ch tʃaaʂ- ‘mojarse’,"['tʃ', 'a', 'a', 'ʂ']"
Yaminawa-239_molharmolhado-1,,Yaminawa,239_molharmolhado,mɨtʃakai,mɨtʃakai,m ɨ tʃ a k a i,None,Faust2002,156,,,,m ɨ - tʃ a ( k a i ),[],None,,§236,Yam mɨtʃakai ‘invierno;; tiempo de lluvia;;  diciembre’ (FAUST; LOOS;; 2002),"['m', 'ɨ', 'tʃ', 'a', 'k', 'a', 'i']"
Chaninawa-239_molharmolhado-1,,Chaninawa,239_molharmolhado,mɨtʃa,mɨtʃa,m ɨ tʃ a,None,Oliveira2014,156,,,,m ɨ - tʃ a ( - - - ),[],None,,§236,"Chan mɨtʃa, bɨtʃa ‘mojado’","['m', 'ɨ', 'tʃ', 'a']"
Chaninawa-239_molharmolhado-2,,Chaninawa,239_molharmolhado,bɨtʃa,bɨtʃa,b ɨ tʃ a,None,Oliveira2014,156,,,,b ɨ - tʃ a ( - - - ),[],None,,§236,"Chan mɨtʃa, bɨtʃa ‘mojado’","['b', 'ɨ', 'tʃ', 'a']"
Sharanawa-239_molharmolhado-1,,Sharanawa,239_molharmolhado,mɨtʃa,mɨtʃa,m ɨ tʃ a,None,Oliveira2014,156,,,,m ɨ - tʃ a ( - - - ),[],None,,§236,Shar mɨtʃa ‘mojado;; húmedo’,"['m', 'ɨ', 'tʃ', 'a']"
Shanenawa-239_molharmolhado-1,,Shanenawa,239_molharmolhado,mutʃia,mutʃia,m u tʃ i a,None,Oliveira2014,156,,,,m u - tʃ i ( - a - ),[],None,,§236,Shan mutʃia ‘molhado’,"['m', 'u', 'tʃ', 'i', 'a']"
Katukina-239_molharmolhado-1,,Katukina,239_molharmolhado,mɨtʃa-ai,mɨtʃa-ai,m ɨ tʃ a + a i,None,Oliveira2014,156,,,,m ɨ - tʃ a ( + a i ),[],None,,§236,Kat mɨtʃa-ai ‘molhar’,"['m', 'ɨ', 'tʃ', 'a', '+', 'a', 'i']"
Amawaka-239_molharmolhado-1,,Amawaka,239_molharmolhado,mɨtʃa-_I,mɨtʃa-_I,m ɨ tʃ a,None,Oliveira2014,156,,,,m ɨ - tʃ a ( - - - ),[],None,,§236,"A mɨtʃa- I ‘mojarse’, mɨtʃa II","['m', 'ɨ', 'tʃ', 'a']"
Amawaka-239_molharmolhado-2,,Amawaka,239_molharmolhado,mɨtʃa,mɨtʃa,m ɨ tʃ a,II,Oliveira2014,156,,,,m ɨ - tʃ a ( - - - ),[],None,,§236,"A mɨtʃa- I ‘mojarse’, mɨtʃa II","['m', 'ɨ', 'tʃ', 'a']"
Kaxinawa-239_molharmolhado-1,,Kaxinawa,239_molharmolhado,mɨtʃa,mɨtʃa,m ɨ tʃ a,None,Oliveira2014,156,,,,m ɨ - tʃ a ( - - - ),[],None,,§236,"Kn mɨtʃa ‘mojar;; estar mojado’, chaa- ‘mojar algo’","['m', 'ɨ', 'tʃ', 'a']"
Kaxinawa-239_molharmolhado-2,,Kaxinawa,239_molharmolhado,chaa-,chaa-,tʃ a a,None,Oliveira2014,631,,,,- - - tʃ a ( - a - ),[],None,,§236,"Kn mɨtʃa ‘mojar;; estar mojado’, chaa- ‘mojar algo’","['tʃ', 'a', 'a']"
Marinawa-239_molharmolhado-1,,Marinawa,239_molharmolhado,mɨtʃa,mɨtʃa,m ɨ tʃ a,None,Oliveira2014,156,,,,m ɨ - tʃ a ( - - - ),[],None,,§236,M mɨtʃa,"['m', 'ɨ', 'tʃ', 'a']"
Mayoruna-239_molharmolhado-1,,Mayoruna,239_molharmolhado,mɨˈyan,mɨˈyan,m ɨ j a n,None,Oliveira2014,570,,,,m ɨ - j a ( - - n ),[],1,,§236,My **mɨyan [mɨˈyan],"['m', 'ɨ', 'j', 'a', 'n']"
Proto-Panoan-242_mao-1,,Proto-Panoan,242_mao,mɨβi,mɨβi,m ɨ β i,None,Oliveira2014,157,,,,m ɨ β i ( - ),[],None,,§237,*mɨβi ‘mão’ :,"['m', 'ɨ', 'β', 'i']"
ShipiboKonibo-242_mao-1,,ShipiboKonibo,242_mao,mɨβi,mɨβi,m ɨ β i,None,Oliveira2014,157,,,,m ɨ β i ( - ),[],None,,§237,SK mɨβi ‘ramas pequeñas;;  patas de inssecto’,"['m', 'ɨ', 'β', 'i']"
Marubo-242_mao-1,,Marubo,242_mao,mɨβi,mɨβi,m ɨ β i,None,Cabral2010,157,,,,m ɨ β i ( - ),[],None,,§237,Mar mɨβi (CABRAL; RODRIGUES;; 2010),"['m', 'ɨ', 'β', 'i']"
Yaminawa-242_mao-1,,Yaminawa,242_mao,miɸi,miɸi,m i ɸ i,None,Oliveira2014,157,,,,m i ɸ i ( - ),[],None,,§237,Yam miɸi ‘mão’,"['m', 'i', 'ɸ', 'i']"
Chaninawa-242_mao-1,,Chaninawa,242_mao,biɸi,biɸi,b i ɸ i,None,Oliveira2014,157,,,,b i ɸ i ( - ),[],None,,§237,Chan biɸi,"['b', 'i', 'ɸ', 'i']"
Sharanawa-242_mao-1,,Sharanawa,242_mao,mɨɸi,mɨɸi,m ɨ ɸ i,None,Oliveira2014,157,,,,m ɨ ɸ i ( - ),[],None,,§237,"Shar mɨɸi, mɨɸin","['m', 'ɨ', 'ɸ', 'i']"
Sharanawa-242_mao-2,,Sharanawa,242_mao,mɨɸin,mɨɸin,m ɨ ɸ i n,None,Oliveira2014,157,,,,m ɨ ɸ i ( n ),[],None,,§237,"Shar mɨɸi, mɨɸin","['m', 'ɨ', 'ɸ', 'i', 'n']"
Shanenawa-242_mao-1,,Shanenawa,242_mao,mɨɸi,mɨɸi,m ɨ ɸ i,None,Oliveira2014,157,,,,m ɨ ɸ i ( - ),[],None,,§237,Shan mɨɸi,"['m', 'ɨ', 'ɸ', 'i']"
Katukina-242_mao-1,,Katukina,242_mao,mɨβi,mɨβi,m ɨ β i,None,Oliveira2014,157,,,,m ɨ β i ( - ),[],None,,§237,Kat mɨβi,"['m', 'ɨ', 'β', 'i']"
Amawaka-242_mao-1,,Amawaka,242_mao,mɨwi,mɨwi,m ɨ w i,II,Oliveira2014,157,,,,m ɨ w i ( - ),[],None,,§237,A mɨwi II ‘mano;;  manga’,"['m', 'ɨ', 'w', 'i']"
Kaxinawa-242_mao-1,,Kaxinawa,242_mao,mɨbi,mɨbi,m ɨ b i,None,Oliveira2014,157,,,,m ɨ b i ( - ),[],None,,§237,Kn mɨbi ‘brazo;; pulsera;; rama;; rama de árbol’,"['m', 'ɨ', 'b', 'i']"
Marinawa-242_mao-1,,Marinawa,242_mao,mɨ́́ɸí,mɨ́́ɸí,m !ɨ́/ɨ ɸ !í/i,None,Oliveira2014,157,,,,m !ɨ́/ɨ ɸ !í/i ( - ),[],None,,§237,M mɨ́́ɸí,"['m', '!ɨ́/ɨ', 'ɸ', '!í/i']"
Yawanawa-242_mao-1,,Yawanawa,242_mao,mɨhi,mɨhi,m ɨ h i,None,Oliveira2014,157,,,,m ɨ h i ( - ),[],None,,§237,Yaw mɨhi,"['m', 'ɨ', 'h', 'i']"
Proto-Panoan-241_unhadamao-1,,Proto-Panoan,241_unhadamao,mɨtsis,mɨtsis,m ɨ ts i s,None,Oliveira2014,158,,,,m ɨ - ts i s ( - ),[],None,,§238,*mɨtsis ‘unha da mão’ :,"['m', 'ɨ', 'ts', 'i', 's']"
Kakataibo-241_unhadamao-1,,Kakataibo,241_unhadamao,untsis,untsis,u n ts i s,None,Oliveira2014,158,,,,- u n ts i s ( - ),[],None,,§238,"Ksh untsis, unˈtsɨ ‘unha’ (SHELL;; 1987), unˈtsis ‘nail’","['u', 'n', 'ts', 'i', 's']"
Kakataibo-241_unhadamao-2,,Kakataibo,241_unhadamao,unˈtsɨ,unˈtsɨ,u n ts ɨ,None,Shell1987,824,,,,- u n ts ɨ - ( - ),[],None,,§238,"Ksh untsis, unˈtsɨ ‘unha’ (SHELL;; 1987), unˈtsis ‘nail’","['u', 'n', 'ts', 'ɨ']"
Kakataibo-241_unhadamao-3,,Kakataibo,241_unhadamao,unˈtsis,unˈtsis,u n ts i s,None,Oliveira2014,158,,,,- u n ts i s ( - ),[],None,,§238,"Ksh untsis, unˈtsɨ ‘unha’ (SHELL;; 1987), unˈtsis ‘nail’","['u', 'n', 'ts', 'i', 's']"
ShipiboKonibo-241_unhadamao-1,,ShipiboKonibo,241_unhadamao,mɨntsís,mɨntsís,m ɨ n ts !í/i s,None,Oliveira2014,158,,,,m ɨ n ts !í/i s ( - ),[],None,,§238,"SK mɨntsís ‘unha del dedo’, mitsís","['m', 'ɨ', 'n', 'ts', '!í/i', 's']"
ShipiboKonibo-241_unhadamao-2,,ShipiboKonibo,241_unhadamao,mitsís,mitsís,m i ts !í/i s,None,Oliveira2014,826,,,,m i - ts !í/i s ( - ),[],None,,§238,"SK mɨntsís ‘unha del dedo’, mitsís","['m', 'i', 'ts', '!í/i', 's']"
Kapanawa-241_unhadamao-1,,Kapanawa,241_unhadamao,mɨntsís,mɨntsís,m ɨ n ts !í/i s,None,Oliveira2014,158,,,,m ɨ n ts !í/i s ( - ),[],None,,§238,Kp mɨntsís,"['m', 'ɨ', 'n', 'ts', '!í/i', 's']"
Marubo-241_unhadamao-1,,Marubo,241_unhadamao,mɨ̃ˈtsisi,mɨ̃ˈtsisi,m ɨ ~ ts i s i,None,Cabral2010,158,,,,m ɨ ~ ts i s ( i ),[],None,,§238,Mar mɨ̃tsisi [mɨ̃ˈtsisi] (CABRAL; OLIVEIRA;; 2010),"['m', 'ɨ', '~', 'ts', 'i', 's', 'i']"
